ep_r,ep_r GRU,ep_r PG,ep_r PG GRU,alpha,alpha GRU,alpha PG,alpha PG GRU,step,step GRU,step PG,step PG GRU
109.6719894,-49.63553238,90.37333679,123.7557831,0.458793581,0.491867155,0.268471777,0.446541518,11,4,21,10
107.6544189,112.8882904,120.5262604,114.4057541,0.459540308,0.489208341,0.266241491,0.441183895,17,14,9,15
105.7191772,-53.27144623,114.6839218,123.5924225,0.460984826,0.488489509,0.260816962,0.43334657,18,4,13,10
114.1119385,-50.50340652,108.2550049,122.9980164,0.462359399,0.487618476,0.252768487,0.426050603,13,5,11,10
115.525177,115.8606033,118.6940918,113.7572632,0.463385105,0.486014724,0.250104278,0.421813309,12,10,12,12
-45.57617569,124.437088,96.3855896,127.6618652,0.463700265,0.484787643,0.246292546,0.418879837,4,9,19,8
125.4314346,-56.4463501,120.6318741,124.1361694,0.466860414,0.48408553,0.237679586,0.406902254,9,4,11,9
-49.42915344,119.9285889,114.012764,120.9691315,0.468834966,0.482620746,0.22890982,0.392573684,4,10,13,11
107.6260986,119.5357056,84.41098785,118.2229309,0.472581655,0.481013894,0.221509397,0.382254958,14,13,22,12
-53.76860809,-51.24082565,117.1273499,111.4977417,0.47348085,0.480629176,0.217649922,0.375074863,4,4,11,12
114.5347595,111.3784637,114.6674881,118.4225082,0.474793613,0.478755504,0.215700611,0.371563137,11,16,13,11
-55.20019913,121.5086594,89.28353119,115.5637817,0.475403994,0.4775877,0.212694779,0.367779642,4,10,22,12
-53.43939209,-56.19152832,110.4746323,125.5310669,0.478722036,0.4771294,0.205524147,0.35562709,4,4,13,9
119.4327698,-55.33106995,113.4562302,123.4767609,0.480828524,0.476669252,0.20389466,0.352504492,12,4,13,10
-48.72673416,-103.6092453,118.1716232,123.2078094,0.481308192,0.474696815,0.202280954,0.350111067,4,16,13,8
-107.4414291,-49.83996964,97.38484192,105.4191132,0.484058529,0.474272817,0.200378925,0.346068293,16,4,18,14
118.5981216,-48.71108627,97.54639435,122.3199768,0.489427656,0.47380355,0.195951059,0.340620041,13,4,19,9
95.23834229,123.9511108,90.61473846,124.3572693,0.492414981,0.47258985,0.193661168,0.338360071,22,10,20,8
-48.87397385,-50.80674744,113.425087,127.7990112,0.4960576,0.472124487,0.188075691,0.331674337,3,4,14,8
-56.40777206,108.5469589,91.248703,115.9265442,0.500143886,0.470384449,0.183298618,0.322652191,4,13,22,12
113.7931595,111.5410004,93.91583252,120.3846512,0.501558661,0.468899399,0.181089774,0.320153832,16,13,21,9
-52.51343918,-47.95610428,111.3204346,126.0441742,0.502815366,0.468498021,0.178393319,0.315583587,4,4,14,7
103.5772324,112.7428207,113.7092133,125.9714813,0.505461395,0.46692878,0.175813943,0.310036749,17,15,13,9
-55.39122772,124.4898071,114.0886307,121.0241089,0.505609393,0.466007471,0.174468905,0.307302386,4,9,13,10
-48.04985809,-55.75699615,114.4770203,120.4452972,0.506175995,0.465540886,0.173306182,0.304900825,4,4,14,9
111.1647034,109.039856,113.0007629,121.3143845,0.507583439,0.463702172,0.1723423,0.302160978,14,17,12,11
110.2243805,115.8128662,116.7526016,125.4218063,0.509284198,0.462373674,0.17135191,0.300218642,17,12,13,8
120.2267151,-50.86544037,117.6414719,107.3411484,0.509991229,0.461937577,0.170420051,0.296687812,11,4,13,14
-45.14444351,-113.5179749,111.9805145,120.7190094,0.511028826,0.460321635,0.168201953,0.291336089,4,16,15,10
97.36425781,-51.29485321,111.4971924,117.4566727,0.512049019,0.459870785,0.16715768,0.288592905,20,4,13,11
116.7140427,109.9992294,96.93641663,121.8362274,0.512190819,0.45831275,0.16579707,0.286031961,12,14,18,10
108.7649536,-50.5449028,97.42010498,114.3926544,0.512542188,0.457876652,0.164310038,0.283437639,14,4,18,11
-54.84609985,-42.57051468,114.4318542,115.3577118,0.513112366,0.457400203,0.162408382,0.279342353,4,4,13,10
-46.27091599,-53.92218399,118.2188873,122.14711,0.513587892,0.456963599,0.161559284,0.277530164,4,4,12,8
-51.88929367,111.6107635,-41.57281494,120.9055176,0.513929009,0.455425382,0.161447227,0.27507177,4,14,2,11
109.4775162,-55.23482895,101.9092407,108.7685547,0.515804529,0.454823256,0.159431711,0.269686669,16,5,16,15
-43.51521683,-49.7260437,112.6686096,118.8850403,0.51585269,0.454288125,0.159021899,0.267453611,3,4,15,11
-51.06236649,117.1170349,111.7310944,117.6167679,0.516087353,0.452901095,0.158472225,0.265351385,4,12,12,10
118.2118301,-47.07795334,120.5174484,128.7649536,0.51785171,0.452459723,0.157409698,0.261651933,9,4,12,8
110.1263504,-51.1144371,110.8042145,113.225029,0.519214272,0.45207116,0.157012448,0.259172648,13,4,13,12
120.0042267,-46.26249313,114.4174576,113.7962265,0.521360278,0.451689899,0.157378331,0.254710853,12,4,13,12
105.6421204,-49.14730072,112.6335144,117.200119,0.523448944,0.451482028,0.157174319,0.25244835,19,3,12,12
-56.18677902,-50.83465195,112.4680786,127.9866257,0.525939167,0.451145291,0.156458959,0.249350667,5,4,13,9
-53.80646133,113.874649,112.5472183,122.4028091,0.526362002,0.449640691,0.15613012,0.247354046,4,14,11,11
120.7979126,-49.84846497,103.2002335,113.6425095,0.527416348,0.449181378,0.156021774,0.244538248,11,4,17,15
-51.82135391,-113.6044006,116.5894394,127.8792953,0.527758539,0.447795421,0.155444726,0.241484895,4,16,12,9
100.3532333,-51.0359726,96.6453476,126.6119156,0.533225656,0.447358042,0.153485671,0.233856693,16,4,17,9
-46.68252945,113.3995209,117.1722336,116.4386215,0.533553123,0.445896208,0.153099194,0.232347623,4,14,12,10
-51.1346817,112.0587082,113.6076736,121.0929184,0.53427577,0.444054902,0.153201312,0.230595022,4,15,12,11
-43.95526886,-51.13949203,116.4429626,126.2412415,0.534787476,0.443621486,0.152748719,0.229077801,4,4,12,9
-51.95369339,-50.46529007,114.4602966,120.6834259,0.536041319,0.443172097,0.151388049,0.225618914,4,4,13,10
-46.54855728,112.7093353,116.5716324,121.6648331,0.53639853,0.441379905,0.150892392,0.224299252,4,16,12,9
-54.61687469,-52.16228867,110.9874268,124.7036896,0.536639452,0.4408454,0.150088489,0.221469492,4,4,14,9
114.7597198,-48.45134354,115.4283752,125.966217,0.536076248,0.440486372,0.150878072,0.218961447,12,5,12,9
-47.46230698,116.1032486,114.0861816,126.5065079,0.535699964,0.438927799,0.151126966,0.217571169,4,13,12,9
-52.56674194,-46.84333801,114.9129257,128.0653381,0.535265863,0.438416928,0.151046336,0.216511846,4,4,12,8
118.6237183,-45.79285049,116.0298767,122.7452011,0.534221411,0.437893271,0.151148379,0.215466812,13,4,12,8
123.64814,96.51836395,103.8026581,116.6924667,0.53272754,0.43533203,0.150437668,0.212728426,10,20,16,12
114.7797546,113.0990601,101.1388245,127.5605927,0.532140732,0.433963478,0.150212675,0.211772352,14,11,15,8
-54.00332642,-47.9830246,98.78887177,114.3581085,0.522435009,0.43344003,0.147215381,0.202538595,4,4,18,12
-44.6926384,119.951622,115.6058197,120.6226578,0.519113362,0.431944519,0.146527871,0.197907686,5,12,14,11
112.9181824,114.0296097,112.5742645,123.8300781,0.512236834,0.430340827,0.146119177,0.19446224,13,13,14,10
111.8168259,113.3476715,115.5712814,123.8715668,0.50897187,0.429033339,0.146514624,0.193309277,16,12,12,10
110.1501846,-48.98023605,110.1002502,120.4276581,0.506623328,0.428553849,0.146730527,0.192214459,14,4,14,11
-46.71809387,117.6352997,118.8419495,124.6788254,0.505812109,0.426732779,0.14650245,0.191094339,4,13,11,10
-50.21982956,-47.85964966,113.7880783,127.4508133,0.499199361,0.426244736,0.146308839,0.18660894,4,4,11,8
-46.71963882,118.6213684,110.5707779,124.289917,0.498961806,0.424501479,0.14632082,0.185827434,4,13,12,8
116.2162247,116.6449814,98.24443054,126.1588593,0.497485667,0.422736019,0.146694243,0.18512252,10,13,14,9
110.0941772,106.4145966,119.3401718,123.5569305,0.494376749,0.421043783,0.146165967,0.184374601,16,15,12,9
107.9374619,108.0274811,102.3691101,119.5427628,0.489623725,0.418857127,0.146725178,0.181483343,14,16,14,10
-48.10570145,114.1540909,112.5901489,125.0417633,0.488586217,0.41739285,0.146319956,0.180514514,4,14,12,9
-50.03150177,-54.8312912,115.7811508,124.6846008,0.487359732,0.416886359,0.146222562,0.179491326,4,4,11,10
120.5524826,-55.27160263,110.3375015,126.0466385,0.483846813,0.416674525,0.145891413,0.178619936,11,4,13,8
124.3280716,114.5476151,115.1886215,123.2436142,0.481014848,0.415803045,0.146184042,0.177536637,10,10,13,9
-47.36621475,-46.05555344,115.4433594,126.2802963,0.480048209,0.415477842,0.146601319,0.176674217,3,4,11,8
-47.50388718,113.8207016,105.1385422,124.2893829,0.476109475,0.414800376,0.14740622,0.174273387,4,12,15,10
-46.2792778,114.0326996,109.1706619,116.6095428,0.47473523,0.414125323,0.147991419,0.1726951,4,15,14,13
111.0157394,-53.59342194,95.84841919,121.7143631,0.468657106,0.414104223,0.147568107,0.171716675,14,4,18,9
118.5761185,115.9546051,119.1237335,120.8322296,0.46114412,0.414035201,0.147193357,0.169534594,10,12,12,10
-51.82095718,-54.45023727,110.1572113,121.0864716,0.459915429,0.414152443,0.147290885,0.168575391,4,4,13,9
-47.10391617,116.1410828,116.7385559,119.1744919,0.458488286,0.414660931,0.147589013,0.167551443,4,13,11,11
-53.25866318,102.7812729,110.4002914,124.3284073,0.456818372,0.415138632,0.146937326,0.16653572,4,19,13,10
95.85106659,95.49778748,113.2607651,121.7301941,0.450580895,0.41504547,0.14662458,0.165363222,19,19,11,11
-51.24425888,118.7141495,114.4331512,128.6437225,0.44944039,0.414291412,0.146574557,0.164555833,4,12,11,7
-51.86284256,119.7008438,121.6590271,119.2577133,0.443400025,0.413683027,0.145975798,0.161623597,4,12,10,11
112.630188,110.1774445,117.2363434,124.6912766,0.439332306,0.412644953,0.145774066,0.160674229,14,14,10,10
-49.63228226,108.6548538,117.5950623,121.4380646,0.43146196,0.412220925,0.145277023,0.159218937,4,17,11,9
-43.48400879,121.9928207,120.4484482,115.5196762,0.424895793,0.412157983,0.145251453,0.155772194,4,10,10,10
-52.6720047,108.6579666,118.6079025,125.3559341,0.424451977,0.411691427,0.14457418,0.154985279,4,17,10,8
117.2874832,115.9124527,113.6256638,123.1289978,0.422617465,0.411400318,0.143630579,0.153298542,13,13,12,10
106.1064453,-48.88766098,106.3301392,122.1676865,0.419115365,0.411334902,0.142818511,0.152499959,15,4,15,10
-46.50758362,-50.42914581,115.410965,122.6362534,0.418172181,0.411156178,0.142806351,0.151818186,4,4,12,10
-49.1078186,-42.82505798,114.8568878,124.1839218,0.417907476,0.411073893,0.14301081,0.150937885,4,4,12,9
111.208046,-47.82707214,110.916954,119.353447,0.41445753,0.411236554,0.143316701,0.149790168,13,4,13,12
-48.74048615,116.8639603,123.2408829,127.6156616,0.413319021,0.41187945,0.143466249,0.14922896,4,13,11,8
121.1319504,-48.62179565,103.6135406,126.5749969,0.407954454,0.412192345,0.144333437,0.147381544,11,4,12,9
-44.91379929,109.1528091,115.9979858,109.7760925,0.402816236,0.413010806,0.143437982,0.145954445,5,14,12,12
107.3682709,111.8786926,117.1253662,127.2822418,0.399811596,0.414169014,0.143149182,0.145501301,17,16,13,7
-48.51135254,-92.23042297,118.6499023,123.3970566,0.399506778,0.414987594,0.142895222,0.144974202,4,15,11,10
-53.46055984,-46.63008499,125.3758011,122.5229797,0.399147868,0.415062815,0.143042251,0.14443168,4,4,8,10
-56.32363129,121.764801,114.972229,126.8527145,0.3982476,0.415742725,0.142969042,0.143167704,4,11,12,9
112.2920074,-45.6514473,110.0917892,120.0231552,0.394651741,0.416089624,0.142061964,0.141469866,11,4,13,9
113.8797684,118.0641022,114.2286148,124.4608994,0.390748382,0.417060465,0.142119527,0.140293226,14,11,10,10
117.2893219,-53.18787766,113.3239594,114.9459381,0.389855176,0.417351514,0.141615316,0.138710171,12,4,12,12
99.85874176,106.9280396,118.1515121,127.4265823,0.38682583,0.418643892,0.141959637,0.138267592,19,14,11,9
-54.53727341,-47.21229935,114.1121902,127.5079422,0.386390954,0.418878347,0.141328603,0.137935773,4,4,12,8
117.5829849,116.9031754,111.6208649,116.3885498,0.385203809,0.420115292,0.141440898,0.137346461,10,13,11,11
-47.79664612,116.7048569,116.5722733,120.4230652,0.384600461,0.420913875,0.141190022,0.136925533,4,13,11,9
-55.19514847,110.7693863,113.8724365,114.1498642,0.38143909,0.421105385,0.140600502,0.135387719,5,14,11,12
-47.78583908,101.7001343,116.5828094,118.9154053,0.380926937,0.422130764,0.140015125,0.134940296,4,18,11,8
-56.44382095,117.5150223,114.9149628,111.4607086,0.379560083,0.423058212,0.138822466,0.133884445,5,13,11,12
115.3725052,-48.83585739,112.8620987,124.8203735,0.376605183,0.422748387,0.137556896,0.132975787,12,4,12,9
-57.76010513,110.3397293,114.7720642,121.0062943,0.373471856,0.421235234,0.136015818,0.132147536,5,16,13,8
120.2895889,-53.46386719,114.1030121,108.0610199,0.363253057,0.421239346,0.134272322,0.129193977,12,4,11,14
106.9502258,-54.412323,122.8104477,127.5414505,0.360015154,0.421091944,0.132752195,0.1284848,14,4,10,8
121.6623459,102.4998856,115.8550262,123.0534821,0.360182971,0.419231027,0.132443026,0.128065214,11,17,13,8
-51.9415741,-93.36946106,113.9851227,120.161293,0.359729141,0.417513609,0.131899133,0.126602054,4,17,13,11
121.5402145,121.685585,116.6372528,111.7716064,0.358070672,0.415226221,0.131987602,0.125859007,10,10,10,12
-45.88929367,-49.77050018,122.2031631,129.2534637,0.357321143,0.41451779,0.131230801,0.125542551,4,4,10,8
-54.47151184,-51.0959053,100.8736343,122.5035095,0.357219934,0.413749456,0.131007463,0.124798767,4,4,18,10
-52.10619736,112.9007111,119.9830322,84.42402649,0.356546789,0.411421686,0.130786404,0.123252518,5,15,10,25
-46.66408157,-36.55363083,116.619751,123.0132828,0.356526285,0.411218405,0.130685449,0.122895055,4,1,13,10
-47.43110657,-55.66189194,120.3950348,118.5885239,0.35615918,0.410374165,0.13041918,0.122422948,4,4,10,12
122.1484222,-47.15513229,116.0598526,123.527565,0.356070489,0.40965122,0.13011083,0.121907853,10,4,13,9
-64.08972931,-46.12744904,117.8712845,117.349823,0.355043977,0.408985376,0.130877659,0.121546872,7,4,11,11
-49.98980331,113.9492264,119.814682,126.7129211,0.354605645,0.406132638,0.131103143,0.12128526,4,15,10,9
-54.84119797,-48.90542221,118.1806107,127.4914017,0.350718856,0.405276597,0.128939077,0.119874395,4,4,9,7
-45.95914459,-49.76548767,112.4883194,112.7068863,0.3509278,0.404381126,0.128094375,0.119329564,4,4,12,12
-50.59752655,115.1965179,119.1120987,129.0449219,0.351118565,0.40192306,0.127374828,0.118819699,4,14,12,8
-50.76564407,-37.13058853,119.3552399,121.5224075,0.347243726,0.401727855,0.127604142,0.117450707,4,1,10,10
116.9690933,106.4531097,105.2192612,122.3836288,0.342064261,0.397237211,0.128402427,0.116256267,12,18,15,10
120.4418793,121.3432007,121.1396332,124.412735,0.341330796,0.394916862,0.128591076,0.116021089,11,11,10,9
118.4058151,110.6261826,113.9022522,125.5235596,0.340372294,0.391205996,0.128421769,0.115823202,10,14,12,10
115.4046478,119.1276855,114.7439651,111.6394348,0.339090407,0.389387757,0.128938124,0.115173563,13,10,14,13
100.0049515,-105.2971268,119.1127853,119.4202805,0.335460275,0.385983795,0.127650037,0.114572667,17,17,12,11
-53.72172165,122.3398361,118.524559,118.2641983,0.334333301,0.383902788,0.126942798,0.114408053,4,10,11,10
-51.59794235,-47.93901443,106.5303116,125.0552673,0.33306092,0.383164793,0.126283556,0.114285231,4,4,14,9
-59.47583771,-52.03853989,113.8743973,122.7532196,0.331714302,0.382636607,0.126873463,0.114128686,7,4,13,9
-52.10910416,-52.7869339,120.8474731,122.7700348,0.331264198,0.381861508,0.126278102,0.113804638,4,4,11,10
-54.34840775,-56.09378433,-36.59521866,122.4913635,0.330307633,0.380930007,0.12628895,0.113502562,4,4,1,11
-52.7907753,117.0780487,113.5725327,126.1919098,0.327669859,0.377981007,0.124175437,0.112427205,4,13,13,9
-52.94271469,119.4171982,121.0333786,119.7667542,0.32760641,0.375445873,0.124043249,0.111834221,4,11,10,9
-52.54221344,-53.91485596,115.2762604,122.3914337,0.326371998,0.374916643,0.123559028,0.111110128,4,4,13,9
114.0569839,118.1374435,118.077774,123.8860092,0.325134724,0.372572333,0.123669855,0.110400245,15,13,10,10
119.7847977,116.492363,115.4266434,123.8191605,0.321110904,0.369186014,0.122657493,0.109564394,12,14,12,10
111.801857,121.8998108,104.4729233,110.60569,0.319363564,0.367466003,0.122513451,0.109470181,15,9,14,12
-49.67368317,-50.26210785,119.3152008,125.8324127,0.319999129,0.366350681,0.121523708,0.109004125,4,4,10,9
126.5718842,-54.67810822,114.0634232,123.6655045,0.320006937,0.365823478,0.121214256,0.10884019,9,4,12,10
117.1865387,-47.89744568,121.6034775,118.1067963,0.320533276,0.365360588,0.12111707,0.108846031,12,4,10,10
121.0691299,122.0383148,121.5764847,119.7394257,0.320212334,0.362703621,0.12161085,0.108554266,10,11,9,11
119.3306503,110.6493454,124.2940063,123.8017426,0.318579555,0.359874815,0.121150441,0.108726844,12,16,9,10
-46.98104477,-50.31577301,113.8053818,124.5325546,0.317824483,0.358937681,0.121179767,0.108659662,4,4,11,9
118.9912415,-45.92225647,115.4880142,123.9182358,0.316026956,0.35838595,0.121355392,0.108531684,12,4,11,9
109.2389679,107.3272247,111.8186569,98.5479126,0.314621806,0.355440587,0.120873891,0.108381175,14,14,11,17
100.300705,-55.34382629,110.0487518,127.7326508,0.312286347,0.354654372,0.120907947,0.108263068,17,4,13,7
-47.88438034,119.6865692,102.6917572,125.7847977,0.312202305,0.352393448,0.121586993,0.10857337,4,12,13,8
114.0638962,-52.08385849,119.2065048,118.559433,0.310610116,0.352081746,0.121707745,0.107507616,14,4,11,11
115.5109787,-49.02582932,120.9024277,113.2688599,0.30992505,0.351482928,0.12145891,0.107134022,12,4,10,10
-50.12133408,-48.99228287,117.4835129,119.4256134,0.307329267,0.35070464,0.1205457,0.107121132,4,3,13,10
-48.94044876,126.9206238,118.4546509,123.9190903,0.306096762,0.349605411,0.120557405,0.107155517,4,9,12,9
-50.13804245,109.2153549,118.8654861,125.3189316,0.306069672,0.34798795,0.121091716,0.107123189,4,14,13,9
104.791275,-53.99986267,121.7508316,115.6689529,0.304535091,0.347437143,0.120890498,0.107088394,18,4,10,12
-44.12321472,113.038353,117.9344635,123.8724823,0.304273993,0.346305937,0.120798945,0.107041739,4,13,9,8
111.9898758,109.8306885,118.1635666,126.4917526,0.303607106,0.345834821,0.120735049,0.106958546,11,16,10,9
-45.07496262,110.8856888,102.4246445,122.6129913,0.303338975,0.343777835,0.120816335,0.106355511,4,15,14,9
-51.60510635,124.8915634,122.0425797,121.5574417,0.302930623,0.341783941,0.120881714,0.105850928,4,10,10,10
-52.18110275,-50.56762314,115.8224945,130.2250061,0.302598596,0.34155935,0.120236188,0.105351403,4,4,13,8
118.7412262,-50.23413467,120.9162521,124.1434708,0.302040875,0.340730578,0.120159015,0.105049692,11,4,9,10
-59.67988586,119.9321976,120.9238281,122.9143066,0.301374704,0.339644611,0.120109737,0.104721524,6,12,10,10
-47.74819183,119.4962692,118.8122864,119.7220993,0.301142156,0.338276178,0.120300233,0.104584053,4,12,10,11
-50.2973671,-47.95531082,113.3391724,123.2516937,0.299910128,0.337579399,0.121193349,0.103422016,4,4,13,9
-41.53873825,-46.27841187,119.1825485,120.0512238,0.299248606,0.337055832,0.121616945,0.103075944,4,4,11,9
-44.71434021,112.4267273,104.8053055,120.7690201,0.297340333,0.334998369,0.122734964,0.102424324,4,15,13,10
-110.5731964,-51.33850861,121.0351105,123.9821777,0.294847697,0.334239215,0.124237865,0.101601139,17,4,10,10
-52.76282883,-51.92864609,120.0618362,123.1574097,0.294733316,0.333670318,0.124508455,0.101503685,4,4,11,9
115.9255219,103.152504,123.2636642,126.1723022,0.295742989,0.331429482,0.125159889,0.101303376,13,18,10,10
