six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz,,
0.623700023,-0.387699991,-0.328299999,0.876600027,1.463000059,0.120099999,0.108599998,1.679700017,-0.192900002,-2.953099966,-0.2465,0.117899999,,0.117899999
0.588199973,-0.9023,-3.333800077,1.681599975,1.423200011,0.518000007,0.070299998,1.396399975,0.023,-3.124700069,-0.0274,0.118600003,,0.118600003
-0.336100012,0.523599982,0.71329999,-1.299600005,-1.256299973,0.048,-0.0122,1.523200035,-0.373400003,-3.331500053,-0.243300006,0.166899994,,0.166899994
-0.557600021,0.561699986,-2.74819994,-1.963700056,-1.700500011,0.139400005,0.178399995,1.506700039,-0.414700001,-3.180900097,-0.038699999,0.115900002,,0.115900002
-0.264699996,0.465700001,-1.865100026,-1.506999969,-1.084300041,0.040899999,-1.00E-04,0.630699992,-0.618300021,-0.942600012,-0.032900002,-0.0004,,0.0004
0.016000001,0.249899998,-3.872200012,-1.488600016,-0.329699993,0.041900001,0.075099997,0.219899997,-0.804400027,-0.315299988,0.0119,0.0142,,0.0142
0.0129,-0.032699998,-2.901599884,-0.418300003,0.0305,0.085000001,-0.333499998,0.471599996,-0.0242,-0.479400009,-0.385899991,0.0272,,0.0272
-0.115599997,-0.340000004,-0.674000025,0.598399997,-0.241500005,0.100000001,0.238900006,0.254799992,-0.169300005,-0.373600006,0.136600003,0.020300001,,0.020300001
0.042599998,-0.172700003,1.127599955,0.476999998,-0.1382,0.032400001,-0.057399999,0.113700002,-1.691100001,-0.493800014,-0.182400003,0.0425,,0.0425
-0.117600001,-0.33160001,-0.613499999,0.792299986,-0.27790001,0.031300001,-0.152600005,0.885599971,-3.362699986,-1.445000052,-0.963400006,0.099699996,,0.099699996
0.727800012,-0.309100002,-0.366899997,0.426299989,1.515200019,0.249300003,-0.136099994,-0.140799999,0.149200007,0.596000016,-0.305799991,0.067599997,,0.067599997
-0.256199986,-0.422399998,0.8477,0.880800009,-0.667599976,-0.0035,-0.0052,0.200499997,-1.365300059,-0.166700006,0.172999993,0.018300001,,0.018300001
-0.28670001,-0.599900007,-1.565400004,0.932799995,-0.803499997,-0.055300001,-0.142499998,0.102899998,-1.54460001,-0.096699998,-0.278499991,0.0073,,0.0073
-0.567700028,-0.435499996,-3.505500078,0.763499975,-1.645599961,0.0535,-0.168699995,0.436699986,-1.316300035,-0.826699972,-0.3926,0.045400001,,0.045400001
-0.186000004,-0.853699982,-4.217700005,1.272799969,-0.512399971,-0.106700003,0.0447,0.305099994,-0.36680001,-0.413399994,0.0061,0.033100002,,0.033100002
-0.128600001,-0.702199996,-1.228199959,1.353899956,-0.277700007,-0.063100003,0.0274,0.207800001,-0.999800026,-0.638499975,0.105300002,0.0286,,0.0286
0.300500005,-0.357499987,1.111700058,0.863600016,0.639900029,-0.0066,0.160400003,0.397899985,-1.228299975,-0.923699975,-0.021400001,0.037999999,,0.037999999
0.382200003,-0.0392,-0.266299993,0.710300028,0.778900027,-0.094400004,0.0167,0.157600001,-1.664899945,-0.224900007,-0.133499995,0.0103,,0.0103
0.425999999,-0.174700007,-2.525399923,0.018200001,0.731700003,-0.190699995,-0.148200005,-0.211400002,0.157399997,0.5704,-0.397199988,0.035700001,,0.035700001
0.482199997,-0.281800002,1.247599959,0.0581,1.245399952,-0.016100001,-0.109099999,-0.198400006,0.048799999,0.307099998,-0.281500012,0.0109,,0.0109
0.151299998,0.096500002,1.262300014,-0.115900002,0.034499999,0.0012,0.278699994,0.231000006,-0.905399978,-0.104900002,0.168200001,0.0178,,0.0178
-0.311300009,0.41080001,-2.855400085,-1.167199969,-1.070899963,-0.046,-0.196199998,-0.627399981,0.076800004,1.518399954,-0.409500003,-0.059599999,,0.059599999
-0.526000023,0.775099993,-4.64470005,-2.31430006,-1.1171,-0.0104,-0.0999,-0.7245,-0.030400001,1.675400019,-0.445199996,-0.0506,,0.0506
-0.146300003,0.47389999,-0.735800028,-1.255800009,-0.598399997,-0.0033,-0.0147,-1.126600027,-0.362899989,2.174400091,-0.412299991,-0.081200004,,0.081200004
-0.379200011,0.092100002,-3.459599972,-1.169199944,-0.985400021,0.0016,-0.418900013,-0.189199999,-1.940099955,0.944999993,-1.288400054,-0.1285,,0.1285
-0.259000003,-0.136099994,-3.377199888,-0.43720001,-0.70480001,-0.028200001,-0.360300004,0.396200001,-5.143700123,-0.727699995,-0.116400003,0.047699999,,0.047699999
-0.412400007,-0.42899999,-2.484499931,0.333999991,-0.805100024,-0.059500001,-0.261000007,0.075999998,-3.877599955,0.202800006,-0.171100006,-0.0136,,0.0136
