six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz
-0.523372769,1.447540998,-8.336133957,-0.394604653,-0.060357396,0.014374197,0.190312982,0.612658024,-9.04924202,-0.192649543,-0.030989874,0.009409165
-0.076842122,1.402062654,-8.873250008,-0.379066348,0.089106917,0.01756631,0.114020467,0.346694946,-0.112319618,-0.093974143,0.032024179,0.005505542
0.004831363,0.003731012,-0.001108951,-0.000781775,0.000577612,1.79E-05,0.061866801,0.25058639,-0.133452833,-0.067857437,0.018236164,0.003270358
-0.005918911,0.000410089,0.001244844,-0.00042683,-0.000954379,-4.71E-06,0.006584664,0.247276425,-0.170068294,-0.067278489,0.003671905,0.003095392
0.005347803,0.003176586,9.84E-05,-0.000572514,0.000622151,-1.45E-05,0.094363295,-0.201656967,-16.66165924,0.057146225,0.037842751,0.001696259
-1.816500545,2.232986927,-11.98895454,-0.57457757,-0.545084655,-0.023275942,0.636155963,0.173780993,-10.89361191,-0.047210399,0.167773157,0.007956202
-2.041004419,2.25344038,-9.495365143,-0.634776413,-0.589502096,-0.008023274,0.850881577,0.226563543,-10.52299213,-0.056608781,0.251723886,0.008232079
-1.449752212,2.104498625,-8.887234688,-0.576440632,-0.379605502,-0.007649797,1.492691636,0.919614136,-9.573047638,-0.27121821,0.32716766,0.024869557
-0.77729696,1.514509797,-11.72702885,-0.362194389,-0.14480412,0.003365752,0.914197445,1.072356343,-7.607922077,-0.318515748,0.177498356,0.015622647
-0.111209549,1.074605823,-9.629091263,-0.264570773,0.085449189,0.005806164,0.046653785,0.553546786,-0.149728671,-0.149438262,0.013851021,0.006526216
-0.357825279,0.270884842,-11.27054405,0.02869576,-0.066735968,-0.010745373,0.095290057,0.4620547,-0.280944556,-0.125476345,0.029208804,0.005801025
0.001164673,0.001089928,0.000127755,-0.000354193,-2.21E-05,9.81E-06,0.028332468,0.187719166,-17.79759216,-0.059916705,-0.016407385,0.001319517
0.00518645,0.000625436,0.000382121,-0.000271237,0.000689969,-1.61E-05,-0.948860526,2.723628283,-9.636220932,-0.747803211,-0.332973838,0.085408397
0.000492595,-0.001452502,0.001410481,0.000298872,-0.000170967,3.48E-06,-0.473258138,2.450473309,-9.444066048,-0.671206832,-0.18517895,0.041953832
0.697293222,1.507476807,-10.75646114,-0.444418758,0.201318249,-0.010660591,0.151478201,1.776563287,-9.531838417,-0.503218412,-0.024703156,0.033649519
0.809427559,1.561321378,-13.33299351,-0.374616206,0.226500928,-0.004270279,0.145490572,1.729483724,-2.405364752,-0.452885211,0.042790078,0.090266332
0.217622578,1.855179906,-16.96507835,-0.36564523,0.011245732,-0.007852659,0.426718444,0.925105393,-0.353630006,-0.251315773,0.119741596,0.012524555
-0.340400428,1.390141845,-17.28536987,-0.22611855,-0.184188366,-0.010452078,0.236001208,1.060608387,-0.743885338,-0.286584944,0.071554005,0.013383952
-1.160243869,0.937497616,-16.82535362,-0.07954596,-0.422810435,-0.020311235,0.547431409,0.20670481,-15.15778542,-0.058297899,0.180473372,0.03320523
0.008100837,0.005095751,-0.001424685,-0.001352817,0.001056521,1.31E-05,0.57504952,0.821113825,-10.48169518,-0.216771305,0.153278783,-0.03057193
-0.071367219,0.019757425,-0.019830722,-0.006232501,-0.022399979,-0.000256513,-0.657595873,1.592607141,-9.510848045,-0.449870586,-0.106878981,-0.037037887
-0.178817928,-0.003546371,-0.064065889,0.001252268,-0.054462578,-0.001280994,-0.999256968,1.240451813,-9.037042618,-0.371684521,-0.181442827,0.00428473
-0.100682266,0.058869023,-0.042484198,-0.01781296,-0.030630551,-7.17E-06,-0.467689604,0.596131623,-0.288040221,-0.161729664,-0.130522177,-0.008576741
0.328737706,0.844199061,-8.368243217,-0.142579287,0.101993255,0.004729116,-0.178857654,0.443284243,-0.361214697,-0.119158052,-0.052967306,-0.005645818
0.591755569,0.756560147,-8.261865616,-0.116180204,0.18537131,0.008696761,-0.191390738,0.4434838,-0.375847608,-0.119420104,-0.056769501,-0.005632751
0.790237546,0.774292111,-8.512472153,-0.118088447,0.247913271,0.011733258,0.082319275,0.232878521,-22.51287651,-0.067239158,0.023727046,-0.007533563
0.517921269,0.310764939,-8.213814735,0.024224613,0.163741395,0.007683363,0.95310396,0.483611912,-10.12518024,-0.133937553,0.259060234,-0.000450675
-0.010924919,-0.001062144,0.000992668,8.66E-05,-0.002194904,-2.87E-05,0.955814481,0.746478796,-11.3202877,-0.203060552,0.26622951,0.006917708
0.005432957,-0.001375498,0.000239234,-0.000165995,0.000769417,-9.21E-06,0.444765925,0.675128818,-10.06724834,-0.188045368,0.108385943,0.014034064
0.00101131,-0.002117939,-0.000698635,0.000334327,0.000356462,1.34E-06,0.250763953,0.191313937,-8.564822197,-0.069495209,0.008255268,0.026915723
-1.254738569,1.567740202,-8.552173615,-0.430377513,-0.291594923,0.010296597,-0.305952191,0.451324731,-0.257593691,-0.122888766,-0.080688611,0.00462754
-1.235011697,1.578671575,-8.214460373,-0.438699603,-0.286198199,0.010828023,-0.109738432,0.350741714,-0.30421412,-0.093974419,-0.026618451,0.004322966
-0.580040634,1.68799758,-8.532396317,-0.468753278,-0.076390862,0.016983414,0.452323675,-0.165739834,-11.56561947,0.042134069,0.12789695,0.008138287
-0.023334408,1.419287205,-8.493800163,-0.383894771,0.103477314,0.01808098,0.339730293,-0.340197504,-10.51105404,0.09534695,0.10665521,0.012733941
0.283222228,0.392903149,-3.777527809,-0.093890406,0.043651454,0.000822012,0.048004694,-0.879255176,-8.038151741,0.259339541,0.074275389,0.034126677
-0.005060797,0.000529233,0.000362459,-0.000200379,-0.00092532,-1.29E-05,-0.001179489,-0.484051466,-2.412825823,0.135746166,-0.000120434,0.080302916
0.003871101,0.001176631,0.001021096,-0.000234245,0.000414244,-7.50E-06,-0.085767187,0.05348767,-0.234197661,-0.013761986,-0.022861009,0.004906291
0.005696184,-0.000922033,-4.18E-05,6.44E-05,0.00090818,-2.44E-05,-0.124825791,0.049636584,-0.202801898,-0.012809496,-0.033780172,0.003359873
0.479622692,2.332689047,-12.19526768,-0.598394156,0.131624863,-7.82E-05,-0.062242471,0.057003625,-0.355682492,-0.014485881,-0.016895546,0.007153531
0.434164256,1.948395729,-12.4623251,-0.475459337,0.119642138,-0.00333406,0.482293397,0.622259736,-11.32994938,-0.176531568,0.138876438,-0.001430013
-0.071313068,2.240290642,-12.02272987,-0.553060532,-0.073366702,-0.004771098,0.638378203,0.747737825,-10.39001179,-0.206745312,0.189739853,0.002398334
-0.498609453,1.870092034,-12.51302242,-0.449170649,-0.231666446,-0.011725295,0.775757074,0.105843976,-10.07146454,-0.038789336,0.189841107,0.006091064
-0.921323061,0.715867639,-11.2305088,-0.087825634,-0.241027951,-0.004885786,0.956541657,-0.248878121,-10.2729187,0.063159272,0.256755322,0.014028473
0.119281426,1.144199371,-12.45507145,-0.202617645,0.084664337,0.007635856,0.963340402,0.154657125,-9.829932213,-0.044935137,0.263789833,0.011978972
-0.224092737,0.537714005,-11.35699654,-0.02381848,-0.111429483,-0.004588246,0.965947986,0.449951828,-9.116614342,-0.118764959,0.272769719,0.026486192
-0.30221349,0.557934284,-12.2482996,-0.017869104,-0.052517015,0.001113116,0.262364447,0.152319372,-0.116327152,-0.040777259,0.074019253,0.005629587
-2.39E-05,-0.002031568,-0.002214556,0.000382007,0.000151546,8.26E-06,0.049988933,0.13044627,-0.29599008,-0.034458414,0.011671052,0.006555083
-0.001725379,0.001102846,0.000569404,-9.93E-05,-0.000643165,-1.32E-05,0.072802834,0.09743432,-0.226791397,-0.025282029,0.018831516,0.006320283
-0.004837147,0.000107899,0.001127969,-0.000300959,-0.001512808,-7.19E-06,0.170575097,2.803670883,-9.30885601,-0.784977794,-0.019624503,0.024697421
0.001722866,0.001531883,0.000221269,-0.000318191,9.00E-05,2.11E-06,0.623117507,2.388562441,-9.055570602,-0.659497321,0.115389667,0.029528735
-0.716149807,3.355995893,-19.50898743,-0.925556123,-0.148010567,-0.016590966,0.944509804,1.892314434,-8.972324371,-0.512377322,0.227484241,0.052975621
-0.687071204,3.270947695,-17.46612549,-0.909044385,-0.097765058,0.01324003,1.453856945,1.723116755,-8.338903427,-0.485805273,0.325707912,0.055309188
-0.360023022,3.827390671,-17.21277428,-1.068366289,0.10340105,0.025502333,0.220312417,0.850087881,-0.305356771,-0.228850469,0.062691465,0.010692487
0.041545164,2.766349792,-13.37498474,-0.789946496,0.181657001,0.033089802,0.240115106,0.888877094,-0.680224061,-0.239773586,0.073322758,0.01119972
0.678674281,1.592266202,-13.22157383,-0.374099135,0.093554743,-0.009042479,0.141659081,0.925954521,-0.643048167,-0.251309723,0.045452923,0.011304792
0.145100027,0.253940284,-0.094376206,-0.078726873,0.043681096,0.000133913,-0.169358119,-0.12470451,-10.29839325,0.030353198,-0.045628235,0.000498446
0.006044234,0.318872154,-0.220060453,-0.097406022,0.001069433,-0.001476859,0.328734785,0.480476052,-9.944027901,-0.13881366,0.072887406,0.005115761
0.046470556,0.204080746,-0.191995442,-0.061894029,0.014085807,-0.000346016,0.549350321,0.478039265,-9.458656311,-0.140160024,0.124754518,0.0093117
0.498546362,2.522319555,-8.276398659,-0.671876729,0.159140021,0.007664616,-0.375176907,-0.159794763,-8.652570724,0.068668753,-0.026318027,0.022197617
-0.168253168,2.519293547,-7.936167717,-0.67643404,-0.053109985,-0.002300301,-0.058922734,-0.182616606,-0.317784905,0.051143363,-0.017216593,0.007836067
-0.188882291,1.724669933,-8.201896667,-0.425925076,-0.060242418,-0.002817815,-0.102999441,-0.16044721,-0.366973609,0.044582799,-0.030003775,0.006426499
-0.086281985,1.077327251,-7.308120728,-0.231641427,-0.02709721,-0.001216428,-0.056938905,-0.110621028,-0.489164978,0.031903986,-0.016284939,0.009013769
-0.74498266,0.471800894,-7.542432785,-0.038348585,-0.23418133,-0.010790427,0.444366902,0.268699735,-22.0812149,-0.0705669,0.090372138,0.008652971
-0.838857293,0.072932057,-7.364726543,0.087467059,-0.265944481,-0.012493997,0.317501694,1.839356303,-8.158492088,-0.505120695,0.018189024,0.078592665
-0.003252398,-0.001286848,0.001928308,-5.42E-06,-0.000708287,1.76E-06,0.921790004,1.87678659,-9.474269867,-0.518867254,0.194732964,0.033285581
-0.004957167,-0.000242773,-3.13E-06,7.89E-05,-0.001374316,1.08E-05,1.134546161,1.636462331,-9.687505722,-0.473580927,0.218957886,0.017532278
-0.00517465,0.528084517,-8.261310577,-0.061366279,-0.031834483,-0.002358102,0.931178629,1.242808104,-8.680409431,-0.370634198,0.168525666,0.002250544
0.198114514,0.275813729,-8.596714973,0.029358206,0.080701739,0.005415485,0.348309845,0.83161658,-0.332696229,-0.226027578,0.094929792,0.013872189
0.274941564,0.721982002,-7.735136986,-0.127428859,0.112037569,0.006690549,0.189828843,0.481729448,-0.394553483,-0.129896775,0.055892196,0.005996034
0.26083675,0.959344566,-8.106494904,-0.194993928,0.10529089,0.008915418,-0.181799859,0.81324625,-9.79515934,-0.232389838,-0.08640793,0.004807848
-0.003107236,-0.002791454,-0.000501102,0.000233723,-0.000516056,-2.89E-05,-0.337114781,1.322522163,-11.19583321,-0.359844536,-0.114361688,0.015912157
0.055656474,-0.01564993,-0.019764815,0.005040079,0.017270749,-0.00019949,0.198943362,2.074309587,-11.03314018,-0.586671948,-0.03769492,0.023090035
0.0663715,-0.019239211,-0.038149066,0.005224218,0.020297371,1.13E-05,0.281562418,1.573924184,-8.986530304,-0.45579198,-0.005406986,0.016240614
0.150458962,1.004837155,-9.823831558,-0.286653489,0.036682162,-0.002272901,0.281847626,1.156485915,-0.380046159,-0.314222485,0.08060234,0.015910132
0.513013184,0.891481102,-7.451850414,-0.226106867,0.074416503,-0.006206486,0.046329085,0.982296526,-0.577877581,-0.265691459,0.018625971,0.011998102
-0.191436946,1.095257998,-11.1183939,-0.226867452,-0.139528811,-0.008670691,-0.069744669,0.791665912,-0.463911027,-0.214460641,-0.014039308,0.00933638
-0.423903197,0.899237275,-11.101964,-0.15357013,-0.193114609,-0.009374595,-0.498339295,0.134110436,-11.00497818,-0.036560234,-0.129135534,0.001952139
-0.002751062,0.001517147,0.000167589,-0.000418368,-0.001002612,4.64E-05,-1.183074713,0.796853304,-10.20562458,-0.226619855,-0.287272751,-0.01395015
0.004326096,-0.002466012,0.000622806,0.000335623,0.000772002,-9.68E-06,-0.272069365,0.507698894,-10.10363388,-0.143239766,-0.057873167,-0.018172991
-0.001925596,-0.00117777,0.000109303,0.000230847,-0.00049219,-3.44E-05,0.513790309,0.137508243,-6.491681099,-0.018597806,0.100432329,-0.071229488
0.005851219,-0.001977814,0.00115273,0.000312535,0.000958782,-1.87E-05,0.049634919,-0.053706784,-0.375163347,0.01596519,0.012733632,-0.008742018
-0.445095778,0.919423521,-14.03385162,-0.026396109,-0.130696476,-0.014959613,0.107364357,-0.028377034,-0.56042856,0.009595248,0.028045285,-0.010717238
0.001203943,0.873687923,-14.0846529,-0.223164618,-0.064759471,-0.014760777,0.078217901,-0.037787754,-0.493492424,0.011758684,0.021255588,-0.009513048
