circle fx,circle fy,circle fz,circle tx,circle ty,circle tz,six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz,,
0.1875,-0.361799985,0.877300024,0.307599992,1.028800011,0.022299999,0.275999993,-0.503799975,0.461100012,0.898299992,1.14139998,0.0002,-0.746599972,0.198599994,0.632099986,-0.550300002,-1.679100037,-0.083899997,,0.083899997
0.085500002,0.068599999,0.476599991,-0.171499997,0.692300022,0.033500001,-0.240500003,-0.020099999,0.241899997,0.324499995,-0.790499985,0.0007,-0.510299981,0.269899994,0.661000013,-0.524600029,-1.465199947,-0.085199997,,0.085199997
-0.0127,-0.549300015,0.86559999,1.364300013,0.1061,0.0033,-0.0189,0.036699999,0.169499993,-0.218899995,-0.033599999,0.0103,-0.39410001,0.231000006,0.669499993,-0.533399999,-0.934000015,-0.074699998,,0.074699998
0.213799998,-0.2465,0.425799996,0.391799986,0.74849999,0.0277,0.55250001,0.348199993,0.220400006,-0.680000007,1.751700044,0.0272,-0.2227,0.296299994,0.457399994,-0.656799972,-0.564499974,-0.074699998,,0.074699998
-0.639199972,-0.093400002,0.0109,0.0383,-0.745100021,-0.029300001,-0.180099994,-0.510299981,0.489499986,1.125699997,-0.0032,0.0151,-0.319000006,0.237100005,0.531599998,-0.523100019,-0.747500002,-0.081299998,,0.081299998
-0.359299988,0.064999998,0.062100001,-0.448100001,0.0149,0.049800001,0.278400004,-0.139400005,0.404599994,0.133599997,1.092000008,0.037700001,-0.341300011,0.260399997,0.800499976,-0.674700022,-0.345600009,-0.089699998,,0.089699998
-0.137099996,-0.913100004,-0.5625,1.595999956,0.864199996,-0.017999999,-0.2086,-0.112499997,0.530200005,0.272599995,-0.0539,0.0137,-0.430799991,0.593400002,0.797900021,-0.871100008,-0.279000014,-0.072099999,,0.072099999
0.66869998,-0.0254,0.041999999,-0.281399995,2.690900087,0.0124,-0.0232,-0.022700001,-0.193700001,-0.167199999,0.503600001,0.0107,-0.020500001,0.298000008,0.522400022,-0.662500024,0.058200002,-0.074000001,,0.074000001
0.157900006,-0.026699999,0.899200022,-0.093199998,0.838100016,0.025,-0.0898,-0.521899998,0.588999987,1.53550005,-0.041200001,0.0061,-0.531099975,0.324800014,1.01880002,-0.207200006,0.526600003,-0.045000002,,0.045000002
-0.130999997,-0.209999993,0.513800025,-0.186000004,0.313699991,0.0239,0.240099996,-0.812300026,0.353500009,1.922399998,1.108500004,0.0394,-0.280800015,0.081900001,0.658100009,-0.469799995,-0.260100007,-0.044799998,,0.044799998
-0.443699986,0.210500002,0.340299994,-0.691999972,-0.813199997,0.017100001,-0.278699994,-0.784500003,0.482899994,2.380199909,-0.3213,0.0118,0.0427,0.314500004,0.502600014,-0.79369998,0.129600003,-0.068000004,,0.068000004
0.106299996,-0.412999988,0.533399999,0.984200001,0.918299973,0.0361,-0.50910002,-1.19630003,0.054699998,2.329900026,-0.782100022,0.0438,-0.0471,0.345600009,0.478799999,-0.910000026,0.110299997,-0.062600002,,0.062600002
-0.3398,-0.340799987,0.481400013,0.664200008,-0.285400003,0.023499999,-0.4903,-2.056499958,-0.421799988,3.618099928,-0.223399997,0.216100007,0.023399999,0.104500003,0.754899979,-0.548300028,0.216600001,-0.074299999,,0.074299999
-0.052499998,-0.243900001,0.577199996,0.337199986,0.379599988,0.0288,-0.211700007,-1.094200015,0.45449999,2.565299988,-0.211300001,0.064999998,-0.286799997,0.197400004,0.468199998,-0.595399976,-0.139799997,-0.078400001,,0.078400001
0.323000014,-0.474299997,0.992200017,0.788699985,1.51639998,0.0447,-0.361099988,-0.924300015,0.564199984,2.223700047,-0.666000009,0.037,-0.0122,0.213799998,0.779100001,-0.638100028,0.070200004,-0.075300001,,0.075300001
0.090400003,-0.354000002,0.710500002,1.089900017,0.431899995,0.020099999,-0.358500004,-0.752300024,0.398699999,1.949699998,-0.866299987,0.057599999,-0.194100007,0.404300004,0.852699995,-0.763700008,-0.084200002,-0.091300003,,0.091300003
-0.406699985,-0.561800003,0.873600006,0.888100028,-0.467299998,0.0317,-0.067100003,-1.093199968,0.409399986,2.539200068,0.148200005,0.049400002,0.214900002,0.037999999,0.596199989,-0.281500012,0.287099987,-0.050799999,,0.050799999
-0.118299998,0.123999998,-0.173800007,-0.871999979,0.326000005,0.034200002,-0.0093,-0.772499979,-0.135600001,1.949300051,0.539200008,0.106399998,0.0526,0.501399994,0.373699993,-0.823400021,0.078400001,-0.059700001,,0.059700001
0.367300004,-0.998199999,2.411799908,1.263299942,1.918099999,0.0614,-0.209299996,-1.262699962,0.048,2.912499905,-0.082999997,0.077,-0.075300001,0.487399995,0.636799991,-1.113700032,-0.127200007,-0.086999997,,0.086999997
0.374900013,-0.255699992,-1.00150001,-0.626900017,1.439800024,0.036400001,-0.070500001,-2.131299973,-1.174900055,3.941299915,0.163800001,0.328299999,0.167099997,0.243300006,0.486200005,-0.695299983,0.333000004,-0.062799998,,0.062799998
0.051100001,0.0151,-0.233400002,-1.32980001,0.849900007,-0.089000002,0.817600012,-2.739500046,0.35769999,4.984099865,2.983999968,0.602299988,-0.133699998,0.38350001,0.61559999,-0.833299994,-0.914499998,-0.079700001,,0.079700001
-0.64200002,-0.134200007,1.148100019,-1.129600048,-0.920400023,0.055399999,0.0537,-1.075700045,0.60860002,2.720999956,0.26030001,0.066399999,0.147599995,0.160400003,0.522000015,-0.954900026,0.055500001,-0.068000004,,0.068000004
-0.345600009,1.21389997,0.584699988,-1.358999968,-0.230900005,0.0218,-0.099699996,-0.590900004,0.193299994,1.383000016,0.279000014,0.006,-0.815699995,0.358399987,0.522400022,-0.700800002,-1.899600029,-0.064900003,,0.064900003
-0.043499999,0.733200014,-0.186700001,-2.335900068,0.426400006,0.040899999,-0.197099999,-0.379400015,0.37349999,1.134299994,-0.272700012,0.0231,-0.527199984,0.207499996,0.70599997,-0.477699995,-1.350800037,-0.042399999,,0.042399999
0.083300002,-0.36559999,1.616000056,-0.182699993,0.674099982,0.016899999,-0.2007,-0.616100013,0.175899997,1.330199957,-0.043400001,0.041000001,-0.280699998,0.451900005,0.582899988,-0.800199986,-1.225999951,-0.0625,,0.0625
-0.123999998,0.725799978,-0.394899994,-2.772200108,0.218999997,0.0138,-0.279399991,-0.929899991,-1.552999973,1.110200047,-0.459100008,0.363799989,0.112800002,0.476399988,0.629000008,-0.862500012,0.126499996,-0.071999997,,0.071999997
-0.397500008,0.161500007,0.192499995,-1.108899951,-0.088,0.039700001,-0.0261,-1.25759995,1.087499976,1.983199954,0.308200002,0.490700006,-0.1259,0.279700011,0.652899981,-0.841400027,-0.290199995,-0.064199999,,0.064199999
-0.143399999,-0.7227,-0.801299989,0.596099973,0.380199999,0.0206,-0.0106,-1.282500029,0.972899973,2.927400112,0.476099998,0.0506,-0.339899987,0.319999993,0.912199974,-0.684300005,-0.512300014,-0.0832,,0.0832
-0.166899994,-0.190099999,-1.107599974,-0.808899999,0.645600021,0.063199997,0.579299986,-1.530900002,0.777700007,3.144999981,1.86500001,0.082400002,0.015799999,0.577300012,0.641799986,-0.889199972,-0.0139,-0.070900001,,0.070900001
0.199399993,-0.982900023,3.086800098,0.852699995,1.509799957,0.0255,0.370599985,-1.558500051,1.10769999,3.90079999,1.191499949,0.053100001,-0.401899993,0.0801,0.453299999,0.0039,-0.692200005,-0.049800001,,0.049800001
-0.024,-0.0004,0.672699988,-0.282499999,0.391499996,0.031800002,0.149599999,-1.619300008,0.974799991,3.901599884,0.984499991,0.0396,0.112899996,0.207399994,0.433699995,-0.406800002,-0.072099999,-0.0285,,0.0285
0.662599981,0.100900002,0.562600017,-0.761699975,2.261499882,0.048,-0.132699996,-1.635800004,0.808499992,3.804500103,0.292499989,0.032499999,-0.123499997,0.423700005,0.306899995,-0.669200003,0.095700003,-0.066399999,,0.066399999
0.55430001,0.0021,0.77609998,0.484200001,1.7852,0.035999998,0.222299993,-1.782500029,0.444700003,4.35529995,0.727699995,0.012,0.0085,0.364899993,0.312299997,-0.385199994,-0.0286,-0.075099997,,0.075099997
0.503600001,-0.26730001,0.694500029,0.601700008,1.847200036,0.033500001,-0.0625,0.167999998,-0.195299998,-0.433699995,0.075000003,0.0098,-0.556900024,0.1087,0.206300005,0.335099995,-1.234200001,-0.046100002,,0.046100002
-0.041999999,0.219899997,0.440299988,-0.680700004,0.348500013,0.0208,0.296900004,-0.476999998,0.501800001,1.128800035,1.069599986,-0.0429,-0.620700002,-0.219300002,1.186300039,-0.0128,-1.299499989,-0.101199999,,0.101199999
0.548200011,-0.300999999,0.759199977,0.559700012,2.011600018,0.0243,-0.648899972,-0.256000012,0.312999994,0.522000015,-1.268599987,0.071599998,0.0061,0.218600005,0.657599986,-0.680100024,0.154899999,-0.072800003,,0.072800003
-0.054400001,-0.055399999,0.842599988,-0.031500001,0.399399996,0.0209,-0.098499998,-0.590699971,0.036600001,1.193099976,0.221399993,0.074600004,-0.041700002,0.29370001,0.481299996,-0.715300024,0.060400002,-0.062100001,,0.062100001
-0.355500013,-0.443599999,0.285400003,0.987299979,-0.245000005,0.011,0.367900014,-0.519900024,0.038899999,1.304200053,1.252799988,0.0429,0.121399999,0.371699989,0.475499988,-0.958199978,0.213200003,-0.0513,,0.0513
0.100500003,-0.0524,0.702600002,-0.231700003,0.549399972,0.0273,-0.682699978,-2.427999973,-0.861800015,3.976300001,-0.592800021,0.160300002,0.095600002,0.314900011,0.789399981,-0.510599971,0.077100001,-0.067100003,,0.067100003
0.370599985,0.153500006,0.577600002,-0.619899988,1.540699959,0.0038,-0.362399995,-2.398200035,0.365200013,4.734300137,-0.67900002,0.230199993,-0.1087,0.2773,0.802900016,-0.577199996,0.0064,-0.069300003,,0.069300003
0.037,-0.215700001,0.65109998,0.45449999,0.74119997,0.1021,-0.040800001,-0.370099992,0.573499978,0.679899991,-0.159899995,0.026000001,-0.798699975,0.330799997,0.818499982,-0.802299976,-1.805400014,-0.046799999,,0.046799999
-0.395200014,-0.191499993,0.765900016,-0.293900013,-0.565500021,0.061999999,-0.159899995,-0.274800003,0.0548,0.400200009,0.053800002,0.0069,-0.939899981,0.431600004,0.945299983,-0.711899996,-2.456199884,-0.071699999,,0.071699999
0.014,-0.283600003,0.775699973,0.562600017,0.451299995,0.024,0.127700001,-0.319400012,0.316799998,0.349400014,0.840200007,-0.0004,-1.065999985,0.272599995,0.827300012,-0.638400018,-2.575700045,-0.085000001,,0.085000001
-0.98299998,-0.215200007,0.537999988,0.608299971,-2.156100035,0.0062,-0.057100002,-0.177499995,0.116700001,0.487100005,0.423299998,0.056299999,-0.913800001,0.274899989,1.004500031,-0.512700021,-2.455899954,-0.072499998,,0.072499998
-1.090499997,-0.28549999,0.770099998,0.352299988,-2.323699951,0.0051,0.367900014,-0.372000009,-0.073899999,0.664499998,1.742799997,0.056499999,-1.318699956,-0.0361,1.127699971,0.047499999,-2.977699995,-0.127200007,,0.127200007
-1.259600043,-0.190300003,0.70480001,0.206400007,-2.404599905,0.004,-0.107199997,-1.839400053,0.198500007,3.867599964,0.900600016,0.350600004,-0.631099999,0.059599999,0.868700027,-0.145400003,-1.55309999,-0.079499997,,0.079499997
-2.091799974,-0.334699988,0.727800012,0.252099991,-2.647600174,-0.0107,-0.104500003,-1.092700005,0.666599989,2.85739994,0.175899997,0.033599999,0.109399997,0.363999993,0.645799994,-0.689899981,0.149299994,-0.073600002,,0.073600002
0.075999998,0.300900012,0.671899974,-0.511200011,0.633700013,0.015900001,-0.224099994,-1.296599984,0.647899985,3.149699926,-0.329899997,0.048799999,-0.797399998,0.154400006,0.452300012,-0.549300015,-1.873900056,-0.082199998,,0.082199998
-0.123300001,-0.3292,0.635399997,0.596899986,0,0.017000001,-0.253300011,-1.471199989,0.915600002,3.510699987,0.280200005,0.032699998,-1.189800024,0.363200009,0.827499986,-0.709599972,-2.482800007,-0.0341,,0.0341
0.147200003,-0.203600004,0.635900021,0.33860001,0.89380002,0.0231,-0.022700001,-1.471400023,0.798699975,3.257400036,0.760800004,0.0068,-1.459300041,-0.150800005,0.975000024,0.3204,-2.903000116,-0.054900002,,0.054900002
-0.119999997,0.244299993,0.27669999,-0.637499988,0.0122,0.021199999,-0.594299972,-1.552399993,1.170699954,3.834300041,-1.056200027,0.026799999,-0.859000027,0.127200007,0.573700011,-0.381700009,-2.154799938,-0.123000003,,0.123000003
0.126399994,-0.427300006,0.450300008,0.902499974,0.889900029,0.043400001,-0.651000023,-1.719499946,0.871699989,3.775500059,-1.290300012,0.0199,-0.783699989,-0.0122,0.862699986,0.044599999,-1.926200032,-0.125100002,,0.125100002
-0.4542,-0.106299996,0.502200007,-0.047800001,-0.600499988,0.0153,-0.486900002,-1.604799986,1.19780004,3.79460001,-0.795300007,0.040800001,-0.652999997,-0.303799987,1.081400037,0.946500003,-1.828199983,-0.125499994,,0.125499994
-0.243900001,0.181999996,0.330199987,-0.958500028,-0.277500004,0.0137,0.084899999,-0.3125,0.342299998,0.605300009,0.739499986,-0.0018,-0.346500009,0.363700002,0.223700002,-0.326499999,-0.64410001,-0.087899998,,0.087899998
0.174799994,-0.360000014,0.356299996,0.295399994,0.843599975,0.0145,-0.45660001,-0.219999999,0.173199996,0.41929999,-1.252500057,-0.0004,-0.110699996,-0.076300003,0.980400026,0.170900002,-0.319000006,-0.112599999,,0.112599999
-0.242699996,-0.0109,0.357499987,-0.216199994,-0.3847,0.0112,-0.252600014,0.068800002,0.066399999,-0.251599997,-0.498800009,0.015799999,0.104800001,0.136299998,0.986999989,-0.280299991,0.316300005,-0.067500003,,0.067500003
0.089900002,0.032299999,0.375699997,-0.262300014,0.515399992,0.0206,-0.099699996,-0.762000024,0.231900007,1.786399961,-0.031300001,0.069200002,-0.226300001,0.116099998,0.549899995,-0.163800001,-0.421999991,-0.1303,,0.1303
-0.335299999,0.057599999,0.500500023,-0.316700011,-0.388900012,0.017100001,-0.272199988,-0.988300025,-0.479400009,1.873299956,-0.511600018,0.174600005,-0.312299997,0.204899997,0.762799978,-0.128700003,-0.439999998,-0.103399999,,0.103399999
-0.176899999,0.152999997,0.507700026,-0.67750001,-0.1294,0.0024,-0.330900013,-0.541499972,-0.058200002,1.57280004,-0.736899972,0.025900001,0.051899999,0.068800002,1.116400003,-0.019400001,0.0135,-0.089100003,,0.089100003
-0.055799998,-0.668299973,0.636200011,1.490100026,0.453000009,0.0002,0.2579,-0.818799973,0.192499995,1.806200027,0.855599999,0.052999999,0.174999997,0.308099985,0.674799979,-0.535600007,0.51639998,-0.080399998,,0.080399998
0.4023,-0.412200004,0.49149999,0.913100004,1.701400042,0.028100001,-0.315899998,-1.863100052,-0.763999999,4.073999882,-0.883700013,0.367599994,0.015699999,0.258399993,0.576499999,-0.264400005,0.093900003,-0.083999999,,0.083999999
0.020099999,0.0438,0.929099977,-0.375699997,0.527800024,0.022299999,-0.1294,-0.279399991,0.766099989,0.318300009,0.129199997,0.0154,-0.566799998,-0.359800011,0.980700016,0.797200024,-1.394000053,-0.177000001,,0.177000001
-0.0493,-0.300199986,0.46419999,0.368600011,0.524500012,0.023399999,-0.080399998,0.104500003,-0.026000001,-0.148100004,0.085699998,0.0141,-0.476200014,-0.308200002,1.075700045,0.530300021,-0.895099998,-0.133699998,,0.133699998
-0.265100002,-0.091399997,0.336699992,-0.246600002,-0.184499994,0.012,-0.212699994,-0.648899972,0.530099988,1.63499999,-0.211400002,-0.034200002,-0.185699999,0.1972,0.558300018,0.318100005,-0.754899979,-0.127299994,,0.127299994
-0.153099999,-0.038899999,0.664799988,-0.100100003,0.540099978,0.027899999,-0.165099993,-0.70480001,0.073100001,1.296499968,0.140599996,0.057500001,-0.221300006,-0.292100012,1.007699966,0.739600003,-0.733299971,-0.130400002,,0.130400002
-0.398200005,0.068000004,0.683099985,-0.180700004,-0.625500023,0.0372,0.273099989,-0.716499984,0.688300014,1.886299968,1.121799946,0.076499999,0.0243,-0.055799998,0.971899986,0.075900003,-0.097099997,-0.103299998,,0.103299998
-0.408499986,-0.166500002,0.83130002,0.586000025,-0.628400028,0.0071,0.025900001,-1.968799949,-0.064599998,3.134500027,0.724799991,0.387600005,0.0088,0.290800005,0.522599995,-0.685800016,0.157199994,-0.079700001,,0.079700001
-0.607200027,-0.887799978,0.655200005,1.765599966,-1.234899998,0.0173,0.057500001,-2.843499899,-1.710000038,4.77159977,0.59829998,0.329100013,0.059,0.2447,0.621699989,-0.763499975,-0.0138,-0.046999998,,0.046999998
-0.453000009,-0.307300001,0.647899985,0.195199996,-0.55400002,0.0065,-0.512099981,-2.603800058,-0.459899992,4.929999828,-1.320000052,0.530499995,-0.138699993,0.245800003,0.913500011,-0.54339999,-0.0228,-0.055500001,,0.055500001
0.361299992,-0.360300004,0.803499997,0.978999972,1.469200015,0.036899999,-0.193499997,-1.207599998,0.1087,2.876300097,-0.311199993,0.064499997,0.078000002,0.125699997,0.753000021,-0.431499988,0.1426,-0.078900002,,0.078900002
-0.207699999,-0.332500011,0.382400006,0.539399981,-0.0057,0.0273,-0.2148,-1.449000001,1.250699997,3.1875,-0.238999993,0.062899999,0.054400001,0.269400001,0.842599988,-0.529699981,0.105499998,-0.072400004,,0.072400004
0.0449,-0.319299996,0.780300021,0.929099977,0.50150001,-0.015699999,0.323599994,-1.779299974,1.32130003,3.98119998,1.208799958,0.057799999,0.075999998,0.565699995,0.498600006,-0.99089998,0.237100005,-0.056499999,,0.056499999
0.433499992,-0.52670002,0.655300021,1.254899979,1.801900029,0.028200001,-0.396499991,-1.379199982,1.110399961,3.058000088,-1.003600001,0.046999998,-0.405800015,0.304800004,0.500400007,-0.603100002,-0.970099986,-0.080200002,,0.080200002
0.162400007,0.035500001,0.493400007,-0.147400007,0.977900028,0.0231,-0.671999991,-1.465600014,1.183300018,3.226200104,-1.131100059,-0.0198,-0.283100009,0.194100007,0.649800003,-0.439599991,-0.310299993,-0.083700001,,0.083700001
-1.145900011,-0.639599979,-0.725300014,1.317999959,-1.608899951,-0.0162,-0.180099994,-1.907999992,0.936600029,4.045700073,0.0014,0.0265,-0.070799999,0.260500014,0.632600009,-0.578100026,0.086199999,-0.073600002,,0.073600002
-1.260800004,-0.639599979,-1.113299966,0.574500024,-1.756600022,-0.166800007,-0.105999999,-2.026200056,0.719399989,4.22179985,0.350199997,0.038899999,0.167899996,0.5097,0.817399979,-0.972199976,0.317000002,-0.048300002,,0.048300002
-0.422300011,-0.380600005,1.190400004,0.807500005,-0.1109,0.0077,0.30430001,-0.418199986,0.398900002,0.712300003,0.898100019,0.0038,0.117200002,0.213400006,0.611400008,-0.493699998,0.233099997,-0.072099999,,0.072099999
0.0014,0.0095,0.654299974,-0.3838,0.32249999,0.009,-0.408600003,-0.185200006,0.295899987,0.359400004,-0.878899992,-0.006,-0.0019,0.386700004,0.570900023,-0.853299975,0.136000007,-0.074600004,,0.074600004
-0.066799998,0.037900001,0.414000005,-0.543500006,0.076899998,0.0208,-0.1329,0.086300001,-0.0116,-0.128399998,-0.124799997,0.0233,-0.926900029,0.248400003,0.908500016,-0.599900007,-2.027699947,-0.078299999,,0.078299999
0.296400011,-0.612999976,0.725300014,1.411999941,1.163599968,0.031399999,0.224800006,-1.046300054,0.153500006,2.212300062,1.160899997,0.082699999,-0.465299994,0.263099998,0.548600018,-0.590300024,-0.876600027,-0.077799998,,0.077799998
0.345999986,-0.263399988,0.400400013,0.822700024,1.319800019,0.0243,-0.538299978,-0.695900023,0.0184,1.562999964,-0.690699995,0.049600001,0.0211,0.186499998,0.666700006,-0.523100019,0.105300002,-0.086800002,,0.086800002
-0.260500014,0.135600001,0.546599984,-0.504899979,-0.497700006,0.0164,-0.657999992,-0.739600003,0.445499986,1.626899958,-1.36619997,0.0034,-0.488700002,0.340000004,0.64410001,-0.7245,-0.701600015,-0.112899996,,0.112899996
0.0077,-0.609799981,0.5722,1.440199971,0.694100022,0.0093,-0.703700006,-1.783200026,-0.951200008,2.834599972,-1.380699992,0.246900007,-0.0164,0.70599997,0.490500003,-0.994799972,-0.270799994,-0.068800002,,0.068800002
0.176300004,-0.154499993,0.539200008,0.506299973,0.940100014,0.066200003,-0.512000024,-1.012300014,-0.136199996,1.946699977,-1.254999995,0.075599998,-0.712100029,0.0973,0.546400011,-0.547399998,-1.619699955,-0.052200001,,0.052200001
0.072099999,-0.024,0.554400027,-0.274199992,0.494399995,0.0186,0.071199998,-0.084200002,0.0067,0.232099995,0.469700009,0.0133,-0.423900008,0.107799999,0.937600017,-0.502699971,-0.970899999,-0.085199997,,0.085199997
0.370700002,0.184699997,0.46450001,-0.604300022,1.704699993,0.0119,-0.384799987,0.048300002,0.330300003,0.0128,-0.989199996,0.023,-0.1008,0.082199998,0.84920001,-0.33039999,-0.0006,-0.084799998,,0.084799998
0.243799999,-0.186800003,0.497599989,0.56129998,1.279500008,0.0396,-0.270700008,-0.627499998,0.374900013,1.547999978,-0.377299994,0.0147,-0.018200001,0.266000003,0.86589998,-0.604900002,0.088299997,-0.0513,,0.0513
0.0462,0.151500002,0.250800014,-0.539600015,0.582599998,0.026699999,0.185000002,-0.552200019,0.488099992,1.287899971,1.082999945,0.0583,0.144199997,0.194299996,0.823199987,-0.539499998,0.2377,-0.077,,0.077
-0.424800009,-0.161200002,0.487800002,0.084200002,-0.676999986,0.041900001,0.022399999,-0.652800024,0.477299988,1.627200007,0.367500007,0.022500001,0.0164,0.283800006,0.53609997,-0.627900004,0.0999,-0.068000004,,0.068000004
-0.170599997,0.251899987,0.419200003,-0.788999975,-0.116899997,0.0178,-0.115000002,-2.292399883,1.925999999,3.959199905,0.128900006,0.154100001,-0.0374,0.474099994,0.653299987,-0.766099989,0.015799999,-0.0704,,0.0704
