circle fx,circle fy,circle fz,circle tx,circle ty,circle tz,six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz
-2.073285818,-1.140982628,-5.671878338,0.232865795,-0.496714175,-0.015710229,-0.10146109,0.323581576,-1.390123487,-0.085649133,-0.016157063,0.004128206,-0.70001483,0.41898495,-0.813528478,-0.105027154,-0.179058671,-0.013900252
-1.577817917,-1.432353854,-4.751624107,0.307988822,-0.4223153,-0.009360971,-0.028820347,0.024757119,-1.261105895,-0.00959268,-0.00014135,0.001332973,-0.408409417,-0.120360889,-1.422176719,0.01917869,-0.126871184,-0.048498396
-1.678961039,-2.065881252,-6.895172596,0.444861144,-0.387095124,-0.004975992,-1.11226666,0.710894704,-0.564452767,-0.189752862,-0.299731016,0.000627282,-0.586407781,-0.759008884,-6.647099018,0.120183773,-0.082136653,-0.099087521
-1.752279997,-2.498481035,-8.595322609,0.540344,-0.411571801,0.01340455,-0.810807049,-0.14371711,-0.530997336,0.045319747,-0.211943552,-0.006544662,-0.00743209,-0.009093571,-0.130668491,0.004204684,-0.001385496,-0.000596019
-1.450213671,-2.6496315,-8.299899101,0.592450202,-0.355144709,-0.007168713,0.08770892,0.935173512,-1.631489992,-0.236695826,0.093711063,0.010313525,-0.032090172,0.229849011,-0.3031753,-0.063287832,-0.007386825,0.003143632
-1.70818305,-1.085544825,-8.981538773,0.311060762,-0.387181967,0.009853354,-0.071689926,0.214748994,-0.100146517,-0.065055713,-0.022465521,-0.000791815,-0.004327436,0.417759269,-0.455626398,-0.108323596,0.003952682,0.005098487
-0.062325776,-0.066558935,-0.242902949,0.015973007,-0.009498553,-0.00042667,-0.150714636,0.088158868,-1.434999347,-0.034097441,-0.030701553,0.000859406,0.010866945,-0.015382446,-0.222309321,0.004430877,0.009092295,-0.000625245
-0.10327889,0.057792831,-0.275439888,-0.017185539,-0.031117827,0.000518293,-0.049227756,0.124315724,-1.389889479,-0.045203649,-0.017381338,-0.002337024,0.004409242,0.000155008,0.000269141,3.30E-05,0.000906278,1.42E-05
-0.110563137,0.29991287,-0.374893427,-0.079690255,-0.024829289,0.000846209,0.084214926,0.452180922,-1.519429326,-0.124342434,0.02525718,0.005297643,-0.418516934,-0.641676247,-0.445642382,0.163937137,-0.111940883,0.008569489
-0.149383858,0.244425848,-0.485876143,-0.076326787,-0.051437285,-0.002183282,0.025809696,0.086919315,-1.387776136,-0.033117663,0.019955479,0.001660538,-0.225092813,-0.306536585,-0.250578225,0.079480067,-0.060910169,0.003854191
-0.109748729,0.237324625,-0.473898977,-0.0782528,-0.040621113,-0.002541959,0.016224444,0.007238449,-1.232331753,-0.000954179,0.006854866,0.000679644,0.00249775,0.000942453,0.000175477,-9.50E-05,0.000279461,2.29E-05
-0.000504084,-0.002683715,-0.228256091,0.003790942,0.004744515,-0.000485097,0.12652649,0.698735833,-1.761612535,-0.176005051,0.039798673,0.008835299,0.002633271,-0.002188286,-5.02E-05,0.000469911,0.00043877,1.37E-05
0.085818782,-0.035462048,-0.226183116,0.01438098,0.027713893,-0.000226803,0.099016964,1.018671989,-3.294526815,-0.208165273,0.031389378,0.015702907,-1.160634518,0.374646276,-0.480755687,-0.095673084,-0.293658555,0.001395028
0.120021008,0.244893581,-0.416740477,-0.070451282,0.03732495,-0.000939059,0.004240881,4.06E-05,0.012076724,-8.39E-05,3.04E-06,-5.79E-05,0.233637944,-0.112509042,-0.148576587,0.030743739,0.065629445,-0.001720398
-0.112097554,0.225775495,-0.477080405,-0.073420458,-0.024242871,-0.001781797,-0.269700438,-0.029892217,-1.316170573,0.012444815,-0.079802148,-0.001820451,-0.759373128,-0.165510327,-0.551225364,0.042079207,-0.190920249,-0.009039417
0.00738356,-0.011498014,-0.22480467,0.004951606,0.00825253,-0.000475775,-0.473117292,-0.016389316,-1.585113287,0.007941723,-0.141562045,0.003630325,-0.587565243,-0.158321977,-3.369159698,0.042884372,-0.12682353,-0.064474903
-0.010235853,-0.022544818,-0.224137872,0.009383409,0.000199621,-0.000184975,-0.096482374,-0.01834047,-1.309040666,0.002112573,-0.029612103,0.000438826,-0.295388013,-0.248542711,-0.31744802,0.066037804,-0.066738151,-0.004300536
-0.392124951,-0.51223433,-0.671204925,0.158279464,-0.119014263,0.002239041,-0.542607963,-0.479779631,-1.541129589,0.137367383,-0.149859637,0.005001704,0.487039775,0.457436353,-0.20305872,-0.122146063,0.129631922,-0.004526069
-0.281303644,-0.040109877,-0.567843616,0.016329076,-0.089484602,-0.001298209,-0.438949078,0.039531752,-1.592349648,-0.006417703,-0.113888547,0.004891841,0.102507256,-0.307830364,-1.128081799,0.074236989,0.048962828,-0.009080622
-0.124829657,0.484626949,-0.626924515,-0.128005683,-0.02703857,0.000218732,-0.049022228,-0.289105773,-1.353512526,0.082271315,-0.00533302,0.000675695,-0.552220047,-0.502344847,-0.729216933,0.133062884,-0.146795064,0.00850274
0.285073459,0.632652223,-0.83718127,-0.188742846,0.073662393,0.000447767,-0.030347424,-0.043352593,-1.263318419,0.011001808,0.003713697,0.00141142,-0.469185084,-0.278100461,-0.244770259,0.070935503,-0.12214677,0.004551818
0.336485147,-0.145372137,-0.503866732,0.053735249,0.104010954,0.002755809,-1.247802019,0.397069156,-1.253213763,-0.106519282,-0.306174785,0.004623314,-0.247320309,0.35706237,-0.136785358,-0.091128655,-0.061866794,0.004368529
0.002613214,-0.001013978,-0.209709376,-0.00147721,0.005142516,0.000122521,-0.964026451,-0.523921072,-1.655001879,0.13471806,-0.205246016,-0.017720075,0.208420396,0.089069128,-0.049822994,-0.024224043,0.057427991,0.001609025
-0.033062097,-0.005673941,-0.2261253,0.004256619,-0.010689474,0.000144483,0.31049037,0.398204952,-1.015511155,-0.110298634,0.135825768,0.010597867,0.054553244,0.014610639,-0.028283304,-0.003614598,0.01494129,0.000283597
0.011071421,-0.012937056,-0.21757707,0.00741246,0.005829868,2.62E-05,-0.261690795,-0.471300125,-2.087482691,0.061440893,0.072090812,0.012352237,-1.011329412,0.180944189,-0.521653831,-0.045267083,-0.263632476,-0.003477578
-0.013809296,-0.086052164,-0.323091865,0.017249458,-0.002934887,0.000843318,-0.086412914,-0.084837385,-1.185830355,0.016551081,-0.010312049,-0.00056636,-1.351870298,0.419755459,-0.601318359,-0.108253077,-0.349865615,-0.009817528
0.019735055,-0.059546705,-0.295259207,0.01095336,0.00760688,0.000552217,0.056933206,0.080506258,-1.223291278,-0.015656466,0.016696908,0.001163648,-0.638085246,0.240983486,-0.670477271,-0.062259246,-0.166194439,-0.014273308
-0.154660165,-0.081431434,-0.427195191,0.01453227,-0.041998342,0.000361952,0.058953073,-0.029257754,-1.202709436,0.004502591,0.015854146,0.000887994,-0.521359026,0.383860022,-0.679925382,-0.107677907,-0.145610496,-0.006677568
-0.354607612,0.313414037,-0.575194478,-0.089186206,-0.086239211,0.002895805,0.074308597,0.172163472,-1.252179742,-0.039642736,0.020785324,0.001668077,-0.004468525,-0.074163213,-0.155097827,0.022482201,-0.000984414,-0.001049319
-0.006430955,0.018110696,-0.222794473,-0.008014736,0.000385741,0.000480324,0.095505923,0.073574714,-1.269020677,-0.021871906,0.025427749,0.001002993,0.003625558,0.009227582,-0.101553194,-0.001769195,-0.000733817,0.000108063
0.015960367,-0.065393239,-0.221429363,0.013261738,0.005248441,-0.000726653,0.119485408,-0.266263098,-1.67375803,0.092543103,0.024435256,0.011096027,0.354517639,0.300742835,-0.633109391,-0.085204594,0.099893391,-0.00277097
0.2028175,0.306831121,-0.44782263,-0.080086149,0.061603159,0.001606095,0.15571858,0.852046549,-3.820794582,-0.168494016,0.00545752,0.031362407,-0.001709776,0.203073889,-0.089402661,-0.053607747,-0.0017418,-0.002898517
-0.181500137,0.389557749,-0.649188221,-0.118171722,-0.050902743,-0.004388583,0.0216923,0.872973919,-3.020097017,-0.186309293,-0.049545132,0.020860076,0.010631345,-0.000289907,0.001198641,8.74E-05,0.001982928,1.24E-05
-0.082847551,0.463310361,-0.601297438,-0.132188797,-0.021954279,-0.001699053,0.856051981,0.061506674,-5.384212971,0.090773046,0.084315382,0.041561786,-0.187889352,-0.166939959,-1.105154634,0.031434223,-0.048364427,-0.027030107
-0.225476205,0.835665464,-3.28024888,-0.194337353,-0.044776216,0.007014546,1.838870049,-0.196417868,-10.73230457,0.376477748,0.203539282,0.023683986,-0.253372699,-0.341605037,-1.654709578,0.064409636,-0.054271348,-0.027258303
0.372168928,1.04132998,-4.938200951,-0.212164432,0.023704821,0.038506236,2.997189283,-0.509359241,-16.467659,0.571492851,0.318503439,0.068422735,0.449302971,0.600517869,-0.431898862,-0.159316957,0.115820691,-0.005716712
0.510034084,0.19915092,-3.634579897,-0.015454255,0.078065626,0.028647514,4.589655399,-1.169835806,-18.40827751,0.76665324,0.412511617,0.059371337,0.866274595,0.632207394,-0.523755848,-0.172088116,0.230915487,-0.006106798
1.010718107,0.837060511,-6.568546295,-0.174136773,0.153351143,0.037970655,-0.076252893,0.064469732,-1.205378771,-0.019140605,-0.007692099,-0.000412498,-0.190942362,0.31095168,-0.072820887,-0.084872395,-0.053948659,-0.003198237
1.163829923,-0.183346897,-4.847169399,0.032284483,0.226662219,0.038101092,-0.04458968,0.461430758,-1.665967464,-0.137825534,0.000960012,-0.006028268,-0.4394131,0.270503312,-1.569909692,-0.090148546,-0.100529052,-0.020713938
1.521489382,0.54472363,-6.580166817,-0.139574423,0.285678953,0.037790537,-0.001916402,0.767336011,-1.848250389,-0.218406558,0.003969417,0.003309045,0.269738466,-0.045266643,-0.392928034,0.012021317,0.073369168,-0.003148433
1.795859337,-0.37496689,-5.593755722,0.060097709,0.399434,0.032237884,-0.213694036,0.268955618,-2.236543417,-0.069594882,-0.058412865,0.003049876,0.054388035,-0.035896905,-0.268613726,0.007569712,0.018128119,0.001675542
2.105312586,0.773596108,-8.218856812,-0.194854349,0.437535882,0.042046301,-0.083417766,-0.003226153,-1.236787677,-0.003761988,-0.020768298,-0.000187374,-0.139047548,0.199289635,-0.321218342,-0.051550057,-0.033049043,0.002536421
2.564819813,-0.090072677,-11.52972698,-0.00374126,0.503296256,0.040279929,-0.160516232,-0.106160641,-1.217805028,0.020873873,-0.025960898,0.000635406,-0.229648262,0.473823696,-0.699886501,-0.115904495,-0.046771143,0.005162073
3.328560114,0.828361571,-11.69788361,-0.167478502,0.609123111,0.027013324,-0.203656346,0.041785195,-1.331735253,-0.01358944,-0.044150062,0.002102459,0.134555519,0.06797646,-0.054970797,-0.01832151,0.036234245,5.65E-05
2.573529005,0.444658577,-10.49382401,-0.12106768,0.664009929,0.03500893,0.153386638,-0.291965872,-2.482077837,0.09881442,0.097584523,0.007633941,0.082376517,0.185956746,-0.096997507,-0.050722539,0.021045722,-0.002512121
2.921556473,-0.374587834,-6.58468819,-0.00247666,0.588052213,0.028145771,0.215606242,0.240697116,-0.728215575,-0.048564985,0.106999211,0.009641005,0.533839345,0.49732691,-0.303422302,-0.13473931,0.14210929,-0.0049436
3.362478495,-0.877704144,-13.32779884,0.123791531,0.48876217,0.022848977,0.118347265,-0.253787845,-1.735760689,0.114085756,0.100501619,0.022739653,-0.014158305,0.004630491,-0.154380754,-0.00424068,-0.000495952,0.000570511
-0.109508924,0.005393064,-0.323923439,-0.001371048,-0.019807696,-0.000931356,-0.032021351,0.432997406,-0.258583367,-0.131175756,-0.010912087,-0.001582215,-0.437427849,-0.091159545,-0.239239082,0.026203724,-0.118119128,-0.003371525
-0.015091821,0.00088482,-0.225077257,5.49E-05,-0.004143849,0.000243878,-0.023294611,0.302918285,-1.575639606,-0.099058799,0.00784876,0.003114375,-0.746575773,1.288132668,-0.613108814,-0.323065668,-0.199118897,-0.015799874
-0.046173461,0.002331768,-0.332295805,-0.002938866,-0.008455015,-0.000410886,0.271972328,0.42531985,-1.717384338,-0.131788135,0.075308755,-0.004252186,-0.164622813,0.66660893,-0.349896222,-0.175929353,-0.048706938,-0.007511603
-0.059353691,0.098847471,-0.435062259,-0.035603974,-0.019346004,-0.001340269,0.282036126,0.652393758,-1.712742925,-0.189585507,0.083386742,0.003552242,0.251442134,-0.714009821,-6.240669727,0.128997356,0.051538508,-0.109671824
-0.036219377,0.150069371,-0.456106246,-0.049527161,-0.016306661,-0.00189853,-0.149071783,0.836834252,-1.792109847,-0.230037719,-0.039877743,-0.003764993,0.059243318,-0.025904715,-0.285034448,0.009294561,0.020118101,0.001209747
-0.020431327,0.183589414,-0.480397671,-0.061174743,-0.012100334,-0.002533959,-0.195790216,0.242923185,-1.399178147,-0.073441222,-0.048213445,-0.002792397,-0.277267069,0.242305234,-0.194473282,-0.060680564,-0.067921817,0.002378668
0.055770557,0.161840662,-0.376960754,-0.055547971,0.011821836,-0.001984894,0.169257209,0.400828898,-1.457250953,-0.110775061,0.0600379,0.004161867,-0.104101799,0.089436881,-0.073888458,-0.022310667,-0.027279003,-0.001331382
0.048724778,0.124366082,-0.344258398,-0.045107257,0.013450363,-0.00202862,-0.143221691,0.308147728,-2.295201063,-0.078940973,0.006785144,-0.000808934,-0.909033537,0.116279252,-0.670611143,-0.035347324,-0.228275925,-0.011219224
-0.003396539,-0.000155166,0.000160967,0.000283499,-0.000950772,7.09E-06,0.27263692,0.841998994,-0.661442697,-0.221539795,0.089753263,0.008034687,-0.143452525,0.039788254,-1.052921653,-0.02385875,-0.031311765,-0.019551767
-0.418843538,0.479013354,-0.362842798,-0.132475138,-0.117278099,-0.000812657,-0.65997678,0.102532819,-1.67581892,-0.004156603,-0.091101691,0.002734515,-0.220283613,-0.256378651,-1.839710116,0.029074512,0.019044025,-0.024821907
-0.371005327,0.405630052,-0.311628282,-0.108213805,-0.099430963,-0.001442858,0.211382329,0.992811441,-0.995488048,-0.273967981,0.104022317,0.011048075,0.7068398,0.827266097,-0.843198478,-0.223018825,0.183743834,-0.007647424
-0.188871577,0.140546188,-0.07732302,-0.041363847,-0.056961883,-0.00123803,-0.305559278,-0.123207033,-1.400306225,0.023537211,-0.013194235,-0.002337059,0.327901721,-0.024409831,-0.127527028,0.007271593,0.089778818,0.000860235
-0.173117965,0.118180819,-0.069825791,-0.034553681,-0.05339748,-0.001178675,-0.003752941,-2.18E-06,0.014291338,-0.000169818,-0.000952708,-6.53E-06,-0.305444688,-0.490250617,-0.360733151,0.124284096,-0.075707786,-0.00194424
-0.138454974,0.090053134,-0.02995399,-0.026736148,-0.042760111,-0.000768437,-0.036164746,-0.017971322,-1.236837864,0.002925482,-0.000680388,0.000377389,-0.382014573,0.216368616,-0.824898958,-0.065111451,-0.086480983,-0.007481066
-0.16731596,-0.17215918,-1.19421351,0.006394261,-0.044138145,0.001957742,0.036064669,-0.064492062,-0.025402203,0.019587321,0.010074264,0.000545528,-0.197880194,0.08651112,-0.727982283,-0.0374154,-0.055764899,-0.02005426
-0.002499723,0.068510339,-0.223583132,-0.013186501,0.000815846,0.00102274,-0.118168287,-0.136598021,-1.26130271,0.032777,-0.02471352,0.00167162,-0.122803472,-0.258601397,-2.65493083,0.025638755,-0.023163568,-0.067064576
0.033168398,0.003011743,-0.221039772,0.000408413,0.015055496,-0.000254062,0.155362114,-0.087134778,-1.257629633,0.024203002,0.044077031,0.000743174,0.060920324,0.691821814,-0.544051528,-0.187622055,0.007314632,-0.007624519
0.019559991,-0.066613935,-0.300485194,0.01347664,0.007201081,-0.000808792,-0.08197622,-0.123694599,-1.270989776,0.030639047,-0.00799178,0.001546524,-0.096216857,-0.197381437,-0.722000539,0.044220731,-0.013885354,-0.008053938
