ep_r,ep_r GRU,ep_r PG,ep_r PG GRU,alpha,alpha GRU,alpha PG,alpha PG GRU,step,step GRU,step PG,step PG GRU
-95.74351501,-131.3005219,131.2883453,110.3815536,0.169589028,0.169763073,0.213095024,0.200129166,9,18,6,11
-101.0762711,-103.4881973,89.56929016,103.7103119,0.170398325,0.168226182,0.210690141,0.197493419,9,12,17,15
-124.5968781,-105.5164719,73.37732697,101.6734467,0.171660021,0.166577458,0.207572863,0.194728047,14,13,22,16
-77.8920517,-118.8892059,121.1841736,85.17443085,0.17254284,0.164627984,0.206135899,0.191699237,9,16,10,18
-92.73601532,-97.82257843,109.1956635,110.1421204,0.17418839,0.163419589,0.202340946,0.188037142,8,11,13,11
-71.81697845,-87.08153534,113.4031372,104.7325821,0.174720719,0.16230467,0.201021478,0.186014384,8,10,10,13
-77.9072876,-81.06028748,118.1535797,115.9512787,0.175326198,0.161411151,0.199805394,0.184312433,8,8,9,11
-109.2535095,-81.37985229,116.8540192,118.3639984,0.176825106,0.160526767,0.197329044,0.181416675,11,8,10,9
-69.31168365,-74.95085907,96.78244781,95.00720978,0.177384913,0.15974912,0.195537686,0.179186374,8,7,15,15
-95.44146729,-127.1835098,94.60005188,61.30910492,0.17810595,0.15828304,0.19354713,0.175124645,12,14,17,28
-67.1186142,-86.97740173,87.10728455,95.2905426,0.179164037,0.157326266,0.189776078,0.171276644,7,9,17,14
-122.341362,-79.93499756,104.9958115,100.6595688,0.17987448,0.156505883,0.188319117,0.169210926,12,8,13,15
-83.35742188,-96.67224121,116.7374344,99.06221008,0.181081891,0.15542756,0.185914695,0.165642828,10,11,12,13
-124.3837891,-81.58596802,101.7060394,109.5385361,0.181874782,0.154632196,0.184465006,0.164025292,13,8,14,12
-75.54245758,-120.7166824,116.5797272,112.6134262,0.182490885,0.153381646,0.182136461,0.16073668,8,13,10,12
-131.2093811,-113.8003082,107.1193466,110.1177597,0.182807639,0.152226761,0.180979192,0.159306213,13,12,12,11
-76.87207031,97.23018646,87.12433624,113.8353195,0.182914063,0.150368646,0.179302529,0.15791586,8,22,15,11
-83.75522614,-109.5342331,95.35483551,99.88749695,0.183167815,0.149686798,0.177262038,0.154624447,8,11,13,16
-90.53373718,-115.8536758,121.1140747,103.5008087,0.183687627,0.148841664,0.173053294,0.148387372,10,14,9,13
-82.84657288,-112.7739258,108.9785385,106.5636902,0.18347168,0.148009628,0.172005296,0.146893367,8,13,11,13
-113.3207626,-83.1113739,119.3499756,115.4035416,0.183062419,0.147588104,0.171077102,0.145624608,11,8,9,11
-90.28781891,-81.24417877,62.56180191,113.997818,0.182423085,0.147159398,0.168746755,0.144499451,10,8,23,10
-71.37438202,-79.89004517,116.1224442,107.2422791,0.181266978,0.146820664,0.167238876,0.141494155,7,8,9,13
-113.91922,-104.3651276,96.21460724,118.0585022,0.180904612,0.146358237,0.165941954,0.140257135,11,12,15,11
-92.20140076,-146.4883728,94.35965729,111.6571732,0.180189624,0.145503357,0.163088858,0.137619093,10,16,16,11
-105.9660263,-84.257164,91.14051056,111.7495728,0.178700522,0.144939095,0.161186278,0.135071725,13,9,16,11
-74.39864349,-90.41262054,108.3859253,124.6770706,0.178163171,0.144283041,0.160156623,0.134235561,8,10,13,8
-105.972084,-95.30044556,106.8130722,117.9195251,0.177604884,0.143679932,0.159148857,0.133323252,12,11,13,9
-96.50630951,-88.98388672,125.9476242,124.2982941,0.177049145,0.143151402,0.158554167,0.132541329,12,9,7,8
-92.43417358,-115.4408035,112.4785843,113.2197952,0.176315501,0.142455161,0.156648949,0.130355135,9,13,13,10
-98.58773804,-96.74491882,91.42983246,120.0029526,0.17585215,0.142039835,0.15572089,0.12947458,11,9,15,9
-75.34729004,-120.021347,69.15122986,115.1530914,0.173583969,0.141487017,0.149512723,0.121856488,9,13,22,11
-96.97127533,-87.615448,84.83066559,98.72023773,0.171112031,0.141136602,0.146556154,0.117821537,12,8,17,14
-130.5747833,-89.16725159,104.6071167,102.8274918,0.171404168,0.140653208,0.144808814,0.114118248,14,9,12,14
-72.95443726,-71.71813965,106.676033,114.064476,0.17154558,0.14025864,0.144107655,0.113272563,8,8,13,10
-100.933754,-112.6377869,119.8732758,101.424057,0.17156665,0.139663354,0.143597499,0.11203514,12,13,9,15
-97.84453583,-63.66865921,116.9465103,101.2074814,0.170841619,0.139356002,0.142966077,0.110979117,12,7,10,13
-76.38365173,-77.29767609,109.9661484,97.83308411,0.172079772,0.138917267,0.140429229,0.107305981,8,9,12,13
-96.65847015,-108.9249725,93.81846619,116.9925232,0.171972767,0.138301432,0.13971138,0.106566213,10,13,16,10
-90.35969543,-84.9564209,119.3736115,83.45072937,0.171828121,0.138019085,0.139298975,0.105267942,8,8,9,18
-87.87433624,-98.69986725,111.9970627,109.1069794,0.171698198,0.137670517,0.138788015,0.104502738,10,9,10,11
-82.59010315,-99.56958771,114.3173904,122.4354553,0.171080038,0.137205735,0.137912288,0.102452174,10,10,11,9
-75.61544037,-91.02126312,100.4192047,124.0745926,0.171239793,0.13674517,0.13760668,0.101879656,8,9,14,8
-81.2522049,-74.75945282,108.5515823,122.9513779,0.171505377,0.136317328,0.137277678,0.101256378,8,8,12,9
-79.08853149,-92.62553406,69.25849152,103.5224762,0.171518862,0.135778725,0.136475265,0.100276977,8,12,23,14
-69.07208252,-94.09571838,108.1818695,109.5675812,0.171481073,0.135440722,0.136115029,0.099435106,7,9,13,12
-120.8339386,-77.14015198,126.1460953,122.0589905,0.17057851,0.135133147,0.135797292,0.098812863,13,8,7,9
-106.7020645,-79.50145721,109.4542313,119.3047562,0.170248285,0.134765878,0.134945676,0.09751942,10,8,11,9
-132.0330963,-88.94426727,117.8652191,122.6045914,0.169760898,0.134363383,0.134617135,0.096927732,14,9,10,9
-82.64053345,-78.97993469,112.6239166,112.8571243,0.170030043,0.134042606,0.134158894,0.096290365,14,8,13,10
79.48410034,-105.0319901,117.2762604,106.462471,0.170585766,0.133590937,0.133448854,0.094969936,27,11,10,13
-94.69817352,-78.41396332,102.8372498,117.4144135,0.170318991,0.133334711,0.1330432,0.094494954,9,8,13,8
-114.9684982,-82.42729187,107.1079102,116.1250839,0.170075968,0.1331366,0.132985264,0.093834668,11,8,12,10
-79.43570709,-111.8770676,103.4821243,118.3891144,0.170241788,0.132694766,0.132615536,0.093227521,8,13,13,10
-85.94081116,-113.9549103,111.4174881,108.0600662,0.170457393,0.132128522,0.132541984,0.092486069,9,13,11,12
-97.3316803,-101.2093811,85.14280701,110.5927582,0.170781285,0.13160412,0.131984934,0.091843203,10,11,17,11
-93.52845764,-96.75224304,102.0708237,112.1221237,0.169975743,0.13121058,0.131698847,0.09005215,12,9,15,11
-119.8131027,-80.82278442,131.8602753,125.1611481,0.170733854,0.13082166,0.131704047,0.089460999,13,8,8,9
-69.58127594,-86.33207703,118.9249878,123.0526123,0.171389431,0.13029556,0.130837157,0.08838135,7,9,10,8
-128.8179626,-85.8270874,96.15609741,111.0783005,0.172372937,0.12978588,0.129858345,0.085774116,13,9,15,12
-88.36444855,-67.39321136,93.87302399,110.6482468,0.172197312,0.129445001,0.129358083,0.085115828,8,7,15,11
-122.2418747,-82.0472641,96.45436096,94.69420624,0.171360344,0.129081726,0.128656447,0.083478794,12,8,15,14
-86.16064453,-86.57852173,115.736702,123.7348022,0.171127319,0.128697142,0.128013864,0.083017558,9,10,11,8
-103.6565094,-54.69432068,120.2872696,124.9033813,0.171169311,0.128562987,0.127629206,0.082593091,10,4,9,8
-110.6908569,-129.9539642,123.1012497,99.84300232,0.171157107,0.128141999,0.127143309,0.081824034,11,14,9,15
-103.7073746,-94.87870026,92.69872284,124.320282,0.170703322,0.127680212,0.126616538,0.08138755,11,10,16,8
-76.9684906,-107.3266754,102.137146,115.7650986,0.171025336,0.127347916,0.126185536,0.080768719,8,12,14,11
-114.3650208,-78.13195801,109.6749802,109.2169266,0.170057386,0.12720792,0.125017658,0.079168655,11,8,12,12
-103.6056747,-94.98018646,128.316803,109.9612503,0.169812456,0.126888722,0.124263003,0.077596627,12,10,7,12
-90.39131165,-120.7781754,89.84684753,102.108963,0.169653893,0.126479432,0.123531163,0.077017173,8,12,18,13
-71.13433838,-89.19955444,87.96748352,112.0528946,0.169584364,0.126273647,0.122711658,0.07655745,7,9,18,10
-124.2259293,-72.08464813,109.1350861,115.6898193,0.169515625,0.126207337,0.122288056,0.076000392,13,7,11,11
-94.57743835,-111.5870132,98.44100952,108.3847122,0.168800578,0.125990972,0.121465057,0.074872002,12,12,14,12
-108.8076935,-80.85868835,107.887001,106.2419205,0.167137772,0.125820637,0.121121563,0.072946399,10,8,12,12
-125.2159042,-70.74414825,109.4016266,118.4116058,0.166376427,0.125731826,0.121036492,0.07209269,13,7,11,9
-101.0648117,-114.0104675,111.6765671,114.8344421,0.165827423,0.125643402,0.120982625,0.071095914,12,12,12,11
-101.9829559,-87.11251831,120.1719284,119.1333237,0.16602318,0.125619233,0.120998047,0.070670113,12,9,9,10
-99.61077881,-71.52046967,118.7176971,120.1202011,0.166007206,0.12560077,0.121093996,0.070284329,11,7,11,9
-67.47750854,-101.4073792,84.69636536,118.2784348,0.165777043,0.125868767,0.120835915,0.069912709,7,12,17,9
-81.13372803,-82.74884033,113.2012405,114.9637222,0.165782675,0.126073748,0.120823458,0.069431588,8,8,11,11
-80.27022552,-77.001091,111.5456543,118.8683243,0.166437387,0.126277149,0.120676205,0.068751946,9,8,11,9
-81.30452728,-85.38104248,119.1549683,116.6411362,0.166938528,0.126577318,0.121138103,0.068356417,8,8,10,10
-133.3141479,-96.73129272,113.6147232,124.2277069,0.167034611,0.126906827,0.121125601,0.067704558,13,10,10,8
-82.6788559,-104.7222061,101.6438141,121.8831863,0.167467862,0.127363011,0.121007577,0.067005754,9,12,13,9
-101.0128403,-88.4556427,110.0465164,112.5349426,0.16903612,0.127851889,0.121376239,0.065888129,12,12,10,12
-95.10778046,-74.47387695,112.3324203,115.0029221,0.170356989,0.128090635,0.122807972,0.063786253,11,8,11,11
-76.75260162,-110.6686096,119.2854156,105.1549072,0.170510665,0.128086686,0.123407774,0.063135214,8,13,9,11
-71.07454681,-99.26538849,101.2702789,121.392067,0.170536846,0.128163397,0.123154573,0.062891781,7,10,13,9
-91.5422821,-70.80856323,114.4214859,107.307518,0.17093204,0.128269121,0.12377359,0.062228929,11,7,10,12
-101.3662109,-89.5668335,112.2827454,124.6374054,0.170752332,0.128503963,0.123579234,0.061966997,10,9,12,8
-103.5149918,-88.65634155,117.6560898,100.4551163,0.170856878,0.128781796,0.123262443,0.061548755,12,9,10,13
-60.75953293,-99.27400208,119.6512833,102.8980942,0.170657471,0.129000679,0.123537891,0.061138131,6,10,11,14
-93.9796524,-114.0461121,101.2112045,103.81147,0.170644745,0.129137978,0.123661384,0.060724497,11,12,13,13
-95.7181015,-80.44937897,124.9915314,111.9632034,0.171133637,0.129174381,0.123952627,0.060336411,11,10,8,11
-70.75863647,-84.99745178,111.1768265,115.4449081,0.171595022,0.129248276,0.124385245,0.059987873,7,9,12,10
-125.4671097,-93.54511261,103.5910797,108.9581757,0.172987416,0.129396275,0.124579296,0.059569973,14,9,12,13
-125.2312012,-115.1208954,113.9617004,113.2619247,0.174872443,0.129522875,0.124526836,0.059198346,14,13,10,11
-109.648056,-83.11471558,106.1906891,127.1217194,0.176487461,0.129703701,0.124646679,0.058969319,11,8,13,8
-93.42188263,-84.24373627,109.8237991,110.6495819,0.178870231,0.129786536,0.125034124,0.057656929,9,8,11,11
-71.8727417,-76.26848602,120.9239655,124.834404,0.179232985,0.129823491,0.124934897,0.057427041,7,8,9,8
-100.5858231,-81.09669495,103.2011871,102.8982391,0.179944396,0.129789025,0.125107616,0.056639828,10,8,12,14
-70.30301666,-97.92601776,122.0461578,126.5354538,0.179610178,0.129684553,0.125440687,0.055966824,7,10,9,8
-94.10929871,-102.0341644,110.7958984,113.1311951,0.182259545,0.129649326,0.12466836,0.054975424,11,11,11,11
-103.0125656,-89.72419739,123.8748779,99.61847687,0.183764994,0.129611269,0.124119647,0.054548632,13,10,8,17
-99.30287933,-69.55665588,105.2151031,124.3599548,0.184787795,0.129564643,0.124074169,0.054353297,12,8,12,7
-79.10575104,-83.68731689,104.6196747,114.4221115,0.18558006,0.129613981,0.124131352,0.054140862,9,9,13,10
-72.50696564,-93.31342316,82.44223785,99.3637085,0.187943161,0.129755035,0.123839974,0.053449526,8,10,15,14
-101.2282639,-66.75637817,105.753891,116.2787933,0.188152462,0.130020633,0.12346898,0.053137477,9,7,12,11
-86.7155304,-74.73983002,113.5490875,115.5889664,0.188496605,0.130211338,0.123579159,0.052916646,9,8,10,10
-86.56131744,-104.8918762,110.7031937,124.9246521,0.189465329,0.130511463,0.123419307,0.052740581,9,13,11,8
-74.65692139,-87.74155426,120.7239914,122.9040298,0.19011119,0.130513221,0.123189628,0.052600399,8,9,9,8
-82.76258087,-109.4490509,121.8190918,132.5254822,0.190257728,0.130592078,0.122871205,0.052464928,8,12,9,6
-128.369278,-105.997673,115.4272385,100.3257141,0.191226691,0.130672812,0.122080579,0.051755123,13,11,11,14
-105.8373489,-90.85561371,115.2226181,117.175499,0.191515103,0.130982369,0.121656455,0.051505636,12,9,10,9
-79.52919769,-75.97921753,107.6444321,124.2106781,0.191906497,0.13136889,0.121801332,0.051163599,8,8,12,8
-73.99956512,-108.4230804,105.4154587,108.3099747,0.190901235,0.131932929,0.121263765,0.05060596,7,11,13,13
-87.58303833,-75.82516479,119.4566956,103.0132751,0.188920617,0.13210924,0.120941691,0.05027369,8,8,8,13
-72.78153229,-87.93106842,116.7109756,110.4116592,0.187652126,0.132206991,0.121337682,0.049788315,7,9,9,12
-73.64952087,-84.71614075,96.38774872,112.3666992,0.18595089,0.132320344,0.120782442,0.049364325,7,8,14,12
-95.20506287,-82.04190063,116.2327271,126.5572128,0.185923129,0.132385299,0.120330237,0.049286079,10,9,10,7
-127.4164124,-83.43665291,100.3118668,103.1182327,0.18588607,0.132192152,0.120448187,0.0491517,14,12,15,11
-106.5491791,-90.37910119,83.68269348,99.37548828,0.186193645,0.132122425,0.120501265,0.049065661,14,8,19,14
-66.40092468,-63.15442887,125.2545853,120.4364548,0.186097771,0.132644052,0.12052089,0.049009234,7,9,8,9
-70.69081879,-91.34571731,98.42297363,124.3324203,0.185621083,0.132157323,0.120179534,0.049027525,7,12,15,8
-93.29656982,-95.8280881,128.2991791,111.7615128,0.185108021,0.132299343,0.120223142,0.048953865,11,12,8,9
-70.00614929,-100.84191,124.0825348,102.7804184,0.184898511,0.132021455,0.119726598,0.048719607,7,13,9,13
-82.27505493,-60.89181907,107.1031265,106.3178787,0.184403032,0.132391458,0.119361497,0.048571877,9,13,12,11
-95.25193787,-91.87120416,121.8804855,127.1894073,0.183832586,0.132733916,0.118657,0.048334647,11,10,9,7
-86.46260834,-79.58499655,131.6983948,120.1244125,0.183188438,0.132065611,0.119116202,0.047968563,8,12,7,10
-120.2398605,-83.07056396,104.7622147,112.8988724,0.183241367,0.132342708,0.119398862,0.047717668,12,12,12,11
-125.9530258,-82.41014402,77.46044922,113.6381683,0.183179587,0.132334635,0.118115261,0.047399905,14,10,22,12
-104.9262238,-71.99202012,101.0943756,126.9623489,0.184790194,0.132636087,0.117968626,0.047113929,12,9,15,7
-93.46968842,-73.8466727,122.7767487,124.7054901,0.185377613,0.132470704,0.118226372,0.046991881,8,11,9,7
-102.4820251,-95.65542359,107.9542847,112.5954361,0.185972959,0.13286835,0.118677616,0.046725359,12,7,11,11
-79.63105774,-109.4001887,97.34544373,112.4043274,0.186367944,0.132505314,0.118612535,0.046489738,8,9,15,10
-75.61017609,-60.34075268,131.8660583,115.7932434,0.187120184,0.132836801,0.11886701,0.046291314,8,10,6,11
-84.91487885,-83.34836316,116.0658493,112.4197235,0.187174141,0.132842933,0.119204879,0.046186332,9,9,10,11
-81.83126831,-73.35412928,104.7885208,103.7406693,0.187252924,0.132245212,0.118996531,0.046105739,9,9,13,12
-84.02383423,-80.48298454,115.6931,108.7316971,0.18775329,0.132299461,0.119239494,0.045964155,8,7,10,11
-69.23387909,-92.64359398,129.6250305,95.47525787,0.187980905,0.132355151,0.119361885,0.045804918,7,12,7,13
-93.96652222,-80.49225033,119.7711182,108.3347092,0.188093156,0.132666397,0.11951834,0.045676496,9,12,9,12
-70.77078247,-73.88626091,113.1910629,128.5601196,0.188152939,0.132739862,0.11948283,0.045597594,7,8,10,6
-90.59248352,-109.7593962,109.8334198,99.50056458,0.188902289,0.132313113,0.119045302,0.045370471,10,12,12,13
-116.4670792,-103.5065555,126.4357834,122.0014496,0.188483477,0.13273025,0.119238935,0.045278981,13,9,8,9
