circle fx,circle fy,circle fz,circle tx,circle ty,circle tz,six fx,six fy,six fz,six tx,six ty,six tz,dual fx,dual fy,dual fz,dual tx,dual ty,dual tz,,
0.0374,-0.313800007,-2.029700041,0.847800016,0.324400008,-0.0083,-0.127800003,0.0889,-3.018399954,-0.617500007,0.2755,0.0209,-2.059499979,-0.197500005,0.235300004,0.405099988,-4.86259985,-0.088,,0.088
0.082699999,0.182500005,-0.0451,-0.069300003,0.101599999,0.0071,-0.187999994,0.092,-3.161499977,-0.3292,0.509299994,-0.007,-2.050899982,-0.147400007,0.692600012,0.679099977,-4.666600227,-0.083400004,,0.083400004
0.020300001,0.097599998,0.0016,-0.0139,0.080499999,0.0074,0.087800004,0.137899995,-3.165199995,-0.559700012,0.431100011,0.037300002,-1.996299982,-0.6875,0.370099992,0.980099976,-4.813199997,-0.084299996,,0.084299996
-0.057399999,-0.166500002,-0.612299979,0.522499979,0.040399998,0.0174,0.079700001,0.030999999,-5.082099915,-0.621999979,0.369800001,-0.0425,0.132499993,0.522000015,-2.701699972,-1.026299953,1.167700052,-0.079300001,,0.079300001
0.0229,0.048799999,-0.379400015,0.101599999,0.084299996,-0.0016,-0.0814,-0.109800003,-4.483500004,-0.430299997,-0.074299999,0.0092,-0.218099996,0.476099998,-0.658800006,-0.500100017,0.115400001,-0.104699999,,0.104699999
0.0053,0.128999993,-0.083999999,-0.057399999,-0.0217,0.0032,-0.171399996,0.064000003,-3.147700071,-0.338499993,-0.672399998,0.0103,-0.087700002,0.289000005,-2.839699984,-0.360900015,0.527100027,-0.036899999,,0.036899999
0.205400005,-0.147400007,-1.262300014,0.676599979,0.486600012,0.0036,-0.292699993,-0.149900004,-2.116300106,0.163000003,-0.291299999,0.0233,-0.003,0.310299993,-0.985099971,-0.564199984,0.214499995,-0.071599998,,0.071599998
0.351599991,1.16779995,-0.897700012,-2.915400028,0.849399984,0.0057,0.312700003,0.101400003,-1.140499949,0.111100003,0.255499989,0.032299999,0.151700005,0.470499992,-1.582999945,-0.473800004,0.180000007,-0.098800004,,0.098800004
0.083800003,0.184900001,-0.048799999,-0.126699999,0.185399994,0.0072,-0.569800019,-0.0175,-3.257200003,-0.277500004,-1.209800005,-0.0042,-0.5704,0.101000004,-2.259000063,0.0163,-1.00940001,-0.116800003,,0.116800003
0.050900001,-0.082000002,0.0309,0.162699997,0.079400003,0.015900001,-0.359299988,0.167400002,-2.739599943,-0.320199996,-0.949599981,0.0242,-0.252299994,0.622600019,-1.000100017,-0.991900027,-0.178499997,-0.069200002,,0.069200002
0.204300001,-0.152099997,-3.981600046,0.340999991,0.780399978,-0.0178,-0.379500002,-0.0682,-1.860200047,-0.0748,-0.806500018,0.0107,-0.343100011,0.376700014,-0.771099985,-0.701499999,0.033199999,-0.089299999,,0.089299999
-0.299899995,0.232899994,-4.62650013,-0.659600019,-0.769800007,0.024900001,-0.437400013,-0.144600004,-2.001899958,-0.1461,-0.095200002,-0.0178,-0.023499999,0.389699996,0.046599999,-0.563600004,0.1118,-0.0275,,0.0275
-0.728999972,-0.210299999,-3.868799925,0.678300023,-1.927899957,0.059900001,-0.203600004,-0.302599996,-4.764100075,-0.217299998,-0.211600006,-0.0146,-0.179100007,0.072899997,-0.551400006,-0.353300005,0.497399986,-0.090499997,,0.090499997
-0.837899983,-0.581099987,-4.191800117,1.376199961,-2.137900114,0.045600001,0.089299999,0.460200012,0.178499997,-0.480800003,0.0209,0.006,0.367300004,0.199499995,0.2597,-0.545799971,0.485199988,-0.0473,,0.0473
-0.277099997,0.0484,-0.033199999,0.034699999,-0.751299977,-0.0083,0.238000005,0.190300003,-0.809499979,-0.125699997,0.417100012,0.005,0.231399998,0.465000004,0.403400004,-0.730700016,0.255100012,-0.068899997,,0.068899997
-0.367700011,0.080300003,0.143999994,-0.263200015,-0.987299979,-0.0011,0.0017,0.0274,-1.024799943,-0.173700005,0.082400002,0.0099,0.3116,0.150000006,0.398400009,-0.340200007,0.991599977,-0.076099999,,0.076099999
-0.0986,0.134800002,-5.370600224,-0.555700004,0.292800009,0.0262,-0.212500006,0.225999996,-0.051399998,-0.205300003,-0.213799998,-0.014,0.314999998,-0.584200025,-0.344799995,0.762899995,0.715699971,-0.034600001,,0.034600001
0.165600002,0.332599998,-4.384300232,-0.431899995,0.757600009,0.035799999,0.155499995,-0.152199998,0.033500001,0.160300002,0.207599998,-0.005,0.621900022,-0.715799987,0.41960001,1.337800026,1.504699945,-0.0528,,0.0528
0.0198,0.117799997,-3.77699995,-0.088500001,0.348500013,0.017200001,0.0089,0.395399988,0.269800007,-0.255499989,0.025599999,-0.0032,-0.062199999,0.571200013,-2.372200012,-1.290599942,0.448700011,-0.0296,,0.0296
-0.324699998,0.054099999,-3.506599903,0.122199997,-0.76819998,-0.0015,0.0042,-0.259499997,-2.312799931,-0.132699996,-0.0149,-0.0064,-0.140100002,0.287600011,-4.46269989,-1.396100044,0.845799983,-0.0239,,0.0239
0.198300004,0.220699996,-2.61680007,-0.046500001,0.451200008,-0.0116,0.316100001,-0.0265,-0.554700017,0.109700002,0.211199999,0.0037,-0.0319,0.236499995,-3.409499884,-0.528699994,0.700600028,-0.066799998,,0.066799998
-0.067400001,0.292899996,-0.45570001,-0.403100014,-0.494100004,-0.0046,-0.086499996,-0.0111,-0.897199988,-0.134000003,0.066500001,-0.018300001,-0.070500001,0.086199999,-3.515300035,-0.496600002,0.227300003,-0.072899997,,0.072899997
-0.153600007,0.604200006,-0.174899995,-1.793900013,-0.261599988,-0.0008,-0.254999995,-0.074699998,-2.322599888,-0.127800003,-0.423700005,0.0012,-0.201499999,0.0053,-7.249100208,-0.566100001,0.556200027,-0.0788,,0.0788
-0.048900001,0.596899986,-6.19630003,-1.169399977,0.278100014,0.042399999,0.092900001,-0.0047,-2.580600023,-0.055199999,0.263099998,0.0092,0.593800008,0.180099994,-8.642100334,-1.085899949,2.304100037,-0.071199998,,0.071199998
0.087300003,0.430599988,-6.380000114,-0.448100001,0.64230001,0.024499999,-0.0046,0.110600002,-2.487699986,-0.415100008,-0.150299996,-0.015699999,-0.056899998,1.225900054,-8.186599731,-2.707299948,0.499799997,-0.0065,,0.0065
0.253800005,0.146400005,-4.75180006,0.136999995,1.037899971,0.0108,0.176499993,-0.211099997,-3.082999945,0.123999998,-0.284799993,0.0136,0.360300004,0.372099996,-0.158299997,-0.618099988,0.390599996,-0.0469,,0.0469
-0.519200027,0.179000005,-5.311900139,0.305200011,-1.220800042,-0.0298,-0.354600012,0.095600002,-6.202899933,-0.970600009,-0.479400009,0.0594,0.0548,0.131200001,0.1778,-0.328999996,0.46360001,-0.057599999,,0.057599999
-0.476200014,-0.0011,-5.319200039,0.46509999,-1.184599996,-0.0035,-0.343400002,0.143199995,-2.081399918,-0.2183,-0.528299987,-0.0374,-0.302100003,0.1954,-5.788300037,-1.013700008,0.1338,-0.070200004,,0.070200004
-0.020099999,0.155300006,-4.011799812,-0.160799995,0.412600011,0.0063,0.0139,0.332700014,0.274699986,-0.303000003,0.083099999,-0.0073,-0.094899997,0.359100014,-8.700499535,-1.603399992,1.399399996,-0.038199998,,0.038199998
0.0867,0.088600002,-0.050700001,-0.033399999,0.114500001,0.0115,-0.082500003,0.020500001,-0.611899972,-0.083499998,-0.0077,-0.0052,0.135900006,-0.236900002,-6.408100128,0.349000007,0.79369998,-0.079899997,,0.079899997
0.076399997,0.153899997,0.0546,-0.074299999,0.135800004,-0.0143,-0.355100006,0.0513,-2.622800112,-0.272399992,-0.448000014,-0.0074,0.800899982,0.251599997,-6.742899895,-1.216099977,2.847899914,-0.037900001,,0.037900001
0.279500008,-0.079400003,0.285299987,0.485500008,0.863699973,0.0105,-0.139699996,-0.0063,-1.621799946,-0.253199995,-0.252400011,0.0058,0.31220001,0.165800005,-2.270800114,0.194199994,0.838400006,-0.136299998,,0.136299998
0.111100003,0.162699997,-0.565999985,-0.273099989,0.219500005,0.015,-0.367799997,-0.528400004,-2.422800064,0.842599988,-0.489600003,-0.0137,0.565900028,0.207100004,0.405000001,-0.717199981,1.513800025,-0.061700001,,0.061700001
0.125,0.206100002,-0.707899988,-0.280800015,0.158800006,0.0251,-0.0086,0.041499998,-4.488699913,-0.105300002,-0.141599998,0.0341,0.503199995,0.332700014,0.355500013,-0.71420002,1.465800047,-0.069799997,,0.069799997
0.0125,0.105099998,-0.399100006,0.056600001,0.020500001,-0.003,-0.477699995,-0.130899996,-6.361899853,-0.784699976,-1.010400057,0.01,0.529299974,0.151099995,0.646399975,-0.537100017,1.542099953,-0.048,,0.048
-0.120899998,-0.100599997,-0.185699999,0.138300002,-0.194800004,-0.0047,-0.033399999,-0.072300002,-0.343400002,0.306699991,-0.0876,-0.0068,0.512399971,0.327499986,0.637099981,-0.474099994,1.616600037,-0.053199999,,0.053199999
-0.583800018,-0.561500013,-0.664099991,1.365499973,-1.205199957,-0.0022,-0.211099997,-0.248899996,-0.246600002,0.666599989,-0.239600003,0.0046,0.508099973,0.414700001,0.417800009,-0.354000002,1.600999951,-0.032499999,,0.032499999
-0.175999999,-0.924700022,0.566200018,2.637200117,-0.606599987,-0.0025,0.066399999,-0.0134,0.111299999,0.031399999,0.149399996,-0.0093,0.774699986,-0.0013,0.579999983,-0.258899987,2.084000111,-0.042199999,,0.042199999
-0.130700007,0.155000001,-3.868999958,-0.1611,-0.156399995,0.0403,-0.187399998,-0.079599999,-0.42750001,-0.0845,-0.130700007,-0.0074,0.737999976,-0.0592,0.780600011,-0.0748,2.183599949,-0.0748,,0.0748
-0.2104,0.164399996,-1.88380003,-0.275099993,-0.274100006,0.0199,0.3292,0.307300001,-1.3398,-0.396400005,0.663699985,0.0116,-0.056299999,0.484400004,-3.456799984,-1.169700027,0.403200001,-0.038400002,,0.038400002
-0.0414,-0.071699999,-0.424800009,0.188299999,-0.093900003,0.0071,-0.289700001,0.150199994,0.131899998,-0.0788,-0.295100003,-0.0026,-0.327199996,0.506699979,-6.402999878,-1.681499958,0.918600023,0.018999999,,0.018999999
0.052700002,0.0381,-0.089400001,0.066200003,0.079499997,-0.0063,-0.0691,-0.125400007,-2.609899998,-0.192300007,0.316500008,0.0164,0.64200002,0.620199978,-4.423799992,-1.308799982,2.254100084,-0.023800001,,0.023800001
-0.064499997,-0.324299991,-1.962299943,1.008900046,0.036800001,-0.032299999,-0.1087,-0.0018,-3.910200119,-0.250099987,0.944400012,-0.056299999,-0.0294,0.778500021,-7.851500034,-2.368599892,1.378000021,0.068599999,,0.068599999
-1.147699952,-0.354499996,-2.708400011,0.730400026,-2.811100006,0.0284,-0.3662,0.326299995,-1.457000017,-0.36469999,-0.238999993,0.0091,0.386500001,0.115000002,-0.021600001,-0.325800002,0.699599981,-0.0392,,0.0392
0.217600003,0.146599993,0.040199999,0.0211,0.247500002,0.0049,-0.032299999,-0.389499992,-1.608500004,0.779900014,-0.107299998,-0.0482,-0.163399994,-0.135100007,0.535899997,-0.027000001,-0.215399995,-0.084399998,,0.084399998
-0.080399998,0.0029,-0.005,0.0287,-0.036499999,0.0108,-0.287999988,0.268700004,-5.816100121,-0.966499984,0.038899999,0.026699999,-0.499900013,-0.389699996,-0.150199994,0.269899994,-0.734300017,-0.071900003,,0.071900003
-0.142199993,-0.432900012,-0.960300028,1.125800014,-0.412699997,0.0007,0.300700009,0.116099998,-6.627799988,-1.316100001,2.083300114,-0.0156,-0.416000009,-0.418099999,0.308999985,0.766900003,-0.595499992,-0.031099999,,0.031099999
